    0.939E+01  0.365E+00  0.438E-02  0.204E-01  0.506E+00  0.215E+00  0.818E-02  0.293E+00  0.323E+00  0.410E+00  0.159E-01  0.487E+00  0.300E+00  0.639E+00
    0.108E+02  0.398E+00  0.390E-02  0.227E-01  0.496E+00  0.236E+00  0.838E-02  0.299E+00  0.341E+00  0.439E+00  0.142E-01  0.500E+00  0.330E+00  0.628E+00
    0.123E+02  0.428E+00  0.471E-02  0.244E-01  0.485E+00  0.260E+00  0.871E-02  0.306E+00  0.363E+00  0.473E+00  0.122E-01  0.515E+00  0.364E+00  0.617E+00
    0.141E+02  0.455E+00  0.546E-02  0.255E-01  0.489E+00  0.282E+00  0.865E-02  0.318E+00  0.388E+00  0.508E+00  0.116E-01  0.535E+00  0.396E+00  0.619E+00
    0.162E+02  0.483E+00  0.628E-02  0.275E-01  0.514E+00  0.299E+00  0.803E-02  0.338E+00  0.417E+00  0.540E+00  0.130E-01  0.562E+00  0.424E+00  0.640E+00
    0.186E+02  0.529E+00  0.793E-02  0.302E-01  0.530E+00  0.316E+00  0.773E-02  0.362E+00  0.443E+00  0.562E+00  0.122E-01  0.603E+00  0.453E+00  0.655E+00
    0.214E+02  0.557E+00  0.100E-01  0.323E-01  0.539E+00  0.333E+00  0.816E-02  0.391E+00  0.468E+00  0.577E+00  0.933E-02  0.657E+00  0.485E+00  0.666E+00
    0.244E+02  0.589E+00  0.118E-01  0.348E-01  0.558E+00  0.352E+00  0.164E-01  0.451E+00  0.511E+00  0.647E+00  0.916E-02  0.707E+00  0.540E+00  0.679E+00
    0.281E+02  0.593E+00  0.119E-01  0.338E-01  0.554E+00  0.384E+00  0.108E-01  0.455E+00  0.515E+00  0.716E+00  0.896E-02  0.768E+00  0.585E+00  0.724E+00
    0.339E+02  0.680E+00  0.109E-01  0.388E-01  0.582E+00  0.416E+00  0.656E-02  0.465E+00  0.556E+00  0.725E+00  0.108E-01  0.769E+00  0.635E+00  0.717E+00
    0.426E+02  0.719E+00  0.129E-01  0.431E-01  0.628E+00  0.440E+00  0.879E-02  0.503E+00  0.579E+00  0.780E+00  0.736E-02  0.812E+00  0.644E+00  0.742E+00
    0.536E+02  0.753E+00  0.136E-01  0.527E-01  0.616E+00  0.469E+00  0.812E-02  0.530E+00  0.595E+00  0.827E+00  0.772E-02  0.861E+00  0.713E+00  0.770E+00
    0.675E+02  0.773E+00  0.240E-01  0.557E-01  0.651E+00  0.534E+00  0.111E-01  0.560E+00  0.672E+00  0.868E+00  0.113E-01  0.923E+00  0.739E+00  0.786E+00
    0.850E+02  0.814E+00  0.415E-01  0.619E-01  0.699E+00  0.538E+00  0.468E-02  0.577E+00  0.664E+00  0.843E+00  0.130E-01  0.934E+00  0.755E+00  0.830E+00
