    0.939E+01  0.163E+00  0.179E-02  0.701E-02  0.265E+00  0.118E+00  0.105E-02  0.156E+00  0.150E+00  0.178E+00  0.868E-03  0.189E+00  0.136E+00  0.334E+00
    0.108E+02  0.181E+00  0.176E-02  0.778E-02  0.267E+00  0.129E+00  0.990E-03  0.167E+00  0.159E+00  0.190E+00  0.106E-02  0.205E+00  0.150E+00  0.339E+00
    0.123E+02  0.202E+00  0.222E-02  0.869E-02  0.272E+00  0.142E+00  0.919E-03  0.179E+00  0.170E+00  0.204E+00  0.131E-02  0.225E+00  0.167E+00  0.348E+00
    0.141E+02  0.226E+00  0.271E-02  0.949E-02  0.281E+00  0.159E+00  0.960E-03  0.195E+00  0.190E+00  0.226E+00  0.133E-02  0.245E+00  0.182E+00  0.355E+00
    0.162E+02  0.251E+00  0.301E-02  0.105E-01  0.298E+00  0.180E+00  0.116E-02  0.214E+00  0.222E+00  0.259E+00  0.100E-02  0.265E+00  0.196E+00  0.360E+00
    0.186E+02  0.279E+00  0.391E-02  0.117E-01  0.317E+00  0.200E+00  0.166E-02  0.229E+00  0.245E+00  0.289E+00  0.372E-02  0.292E+00  0.211E+00  0.376E+00
    0.214E+02  0.313E+00  0.563E-02  0.135E-01  0.338E+00  0.217E+00  0.283E-02  0.241E+00  0.262E+00  0.318E+00  0.888E-02  0.325E+00  0.231E+00  0.401E+00
    0.244E+02  0.342E+00  0.650E-02  0.157E-01  0.358E+00  0.228E+00  0.120E-01  0.263E+00  0.277E+00  0.353E+00  0.488E-02  0.376E+00  0.275E+00  0.445E+00
    0.281E+02  0.347E+00  0.625E-02  0.160E-01  0.374E+00  0.247E+00  0.370E-02  0.285E+00  0.309E+00  0.381E+00  0.201E-02  0.391E+00  0.295E+00  0.434E+00
    0.339E+02  0.415E+00  0.622E-02  0.203E-01  0.378E+00  0.278E+00  0.141E-02  0.329E+00  0.346E+00  0.433E+00  0.313E-02  0.430E+00  0.361E+00  0.466E+00
    0.426E+02  0.475E+00  0.760E-02  0.261E-01  0.431E+00  0.307E+00  0.227E-02  0.351E+00  0.378E+00  0.467E+00  0.902E-03  0.478E+00  0.404E+00  0.487E+00
    0.536E+02  0.527E+00  0.843E-02  0.369E-01  0.456E+00  0.348E+00  0.472E-03  0.376E+00  0.420E+00  0.536E+00  0.581E-03  0.543E+00  0.449E+00  0.552E+00
    0.675E+02  0.542E+00  0.125E-01  0.417E-01  0.484E+00  0.360E+00  0.783E-03  0.412E+00  0.479E+00  0.563E+00  0.116E-02  0.580E+00  0.490E+00  0.559E+00
    0.850E+02  0.563E+00  0.220E-01  0.479E-01  0.493E+00  0.418E+00  0.632E-03  0.434E+00  0.499E+00  0.643E+00  0.321E-03  0.623E+00  0.528E+00  0.609E+00
