    0.108E+02  0.415E+00  0.890E-03  0.343E-01  0.462E+00  0.211E+00  0.261E+00  0.268E+00  0.336E+00  0.233E+00  0.189E+00  0.228E+00  0.461E+00  0.340E+00  0.419E+00  0.229E+00  0.206E+00  0.278E+00  0.306E+00  0.231E+00  0.418E+00  0.357E+00  0.234E+00  0.417E+00  0.264E+00  0.295E+00  0.318E+00  0.258E+00  0.321E+00  0.281E+00  0.278E+00  0.349E+00  0.360E+00  0.221E+00  0.565E+00  0.393E+00  0.212E+00  0.547E+00  0.259E+00  0.242E+00  0.377E+00  0.196E+00  0.310E+00  0.393E+00
    0.132E+02  0.457E+00  0.150E-02  0.409E-01  0.499E+00  0.232E+00  0.281E+00  0.302E+00  0.366E+00  0.256E+00  0.214E+00  0.253E+00  0.485E+00  0.369E+00  0.444E+00  0.254E+00  0.229E+00  0.311E+00  0.326E+00  0.256E+00  0.455E+00  0.388E+00  0.267E+00  0.437E+00  0.289E+00  0.320E+00  0.331E+00  0.285E+00  0.342E+00  0.314E+00  0.303E+00  0.363E+00  0.398E+00  0.241E+00  0.604E+00  0.421E+00  0.241E+00  0.578E+00  0.278E+00  0.271E+00  0.406E+00  0.223E+00  0.334E+00  0.422E+00
    0.168E+02  0.506E+00  0.210E-02  0.454E-01  0.553E+00  0.288E+00  0.329E+00  0.336E+00  0.434E+00  0.311E+00  0.256E+00  0.315E+00  0.548E+00  0.444E+00  0.506E+00  0.303E+00  0.277E+00  0.374E+00  0.365E+00  0.296E+00  0.515E+00  0.454E+00  0.317E+00  0.489E+00  0.344E+00  0.363E+00  0.388E+00  0.343E+00  0.395E+00  0.372E+00  0.348E+00  0.426E+00  0.460E+00  0.282E+00  0.657E+00  0.479E+00  0.291E+00  0.641E+00  0.325E+00  0.329E+00  0.472E+00  0.272E+00  0.383E+00  0.480E+00
    0.216E+02  0.557E+00  0.410E-02  0.477E-01  0.597E+00  0.340E+00  0.359E+00  0.390E+00  0.478E+00  0.350E+00  0.303E+00  0.349E+00  0.602E+00  0.488E+00  0.566E+00  0.351E+00  0.322E+00  0.416E+00  0.412E+00  0.343E+00  0.578E+00  0.497E+00  0.373E+00  0.544E+00  0.391E+00  0.412E+00  0.444E+00  0.402E+00  0.446E+00  0.426E+00  0.394E+00  0.466E+00  0.517E+00  0.331E+00  0.702E+00  0.522E+00  0.340E+00  0.694E+00  0.372E+00  0.379E+00  0.553E+00  0.317E+00  0.438E+00  0.521E+00
    0.264E+02  0.600E+00  0.680E-02  0.513E-01  0.623E+00  0.385E+00  0.409E+00  0.426E+00  0.523E+00  0.398E+00  0.345E+00  0.394E+00  0.636E+00  0.529E+00  0.603E+00  0.395E+00  0.360E+00  0.465E+00  0.456E+00  0.389E+00  0.618E+00  0.551E+00  0.418E+00  0.586E+00  0.435E+00  0.448E+00  0.478E+00  0.436E+00  0.489E+00  0.473E+00  0.444E+00  0.504E+00  0.549E+00  0.373E+00  0.749E+00  0.562E+00  0.376E+00  0.722E+00  0.410E+00  0.418E+00  0.573E+00  0.360E+00  0.485E+00  0.550E+00
    0.320E+02  0.644E+00  0.920E-02  0.551E-01  0.692E+00  0.434E+00  0.458E+00  0.466E+00  0.584E+00  0.451E+00  0.392E+00  0.453E+00  0.685E+00  0.586E+00  0.643E+00  0.444E+00  0.417E+00  0.521E+00  0.504E+00  0.425E+00  0.666E+00  0.596E+00  0.476E+00  0.622E+00  0.486E+00  0.494E+00  0.522E+00  0.489E+00  0.542E+00  0.514E+00  0.487E+00  0.564E+00  0.612E+00  0.427E+00  0.797E+00  0.604E+00  0.426E+00  0.774E+00  0.454E+00  0.472E+00  0.625E+00  0.409E+00  0.531E+00  0.612E+00
    0.384E+02  0.684E+00  0.130E-01  0.590E-01  0.711E+00  0.474E+00  0.495E+00  0.512E+00  0.616E+00  0.486E+00  0.429E+00  0.480E+00  0.739E+00  0.628E+00  0.690E+00  0.489E+00  0.446E+00  0.562E+00  0.547E+00  0.476E+00  0.705E+00  0.636E+00  0.507E+00  0.667E+00  0.522E+00  0.539E+00  0.561E+00  0.528E+00  0.572E+00  0.557E+00  0.519E+00  0.597E+00  0.644E+00  0.458E+00  0.823E+00  0.644E+00  0.464E+00  0.800E+00  0.501E+00  0.515E+00  0.665E+00  0.443E+00  0.565E+00  0.634E+00
    0.448E+02  0.746E+00  0.150E-01  0.640E-01  0.743E+00  0.510E+00  0.531E+00  0.552E+00  0.656E+00  0.527E+00  0.464E+00  0.524E+00  0.775E+00  0.656E+00  0.711E+00  0.530E+00  0.494E+00  0.602E+00  0.574E+00  0.497E+00  0.727E+00  0.679E+00  0.543E+00  0.696E+00  0.568E+00  0.567E+00  0.601E+00  0.569E+00  0.602E+00  0.589E+00  0.554E+00  0.634E+00  0.681E+00  0.498E+00  0.860E+00  0.689E+00  0.498E+00  0.818E+00  0.539E+00  0.553E+00  0.679E+00  0.476E+00  0.618E+00  0.678E+00
    0.544E+02  0.803E+00  0.130E-01  0.690E-01  0.809E+00  0.566E+00  0.584E+00  0.604E+00  0.727E+00  0.571E+00  0.516E+00  0.577E+00  0.796E+00  0.716E+00  0.761E+00  0.586E+00  0.534E+00  0.651E+00  0.634E+00  0.550E+00  0.796E+00  0.730E+00  0.597E+00  0.744E+00  0.612E+00  0.618E+00  0.650E+00  0.615E+00  0.662E+00  0.642E+00  0.611E+00  0.676E+00  0.729E+00  0.550E+00  0.892E+00  0.723E+00  0.554E+00  0.873E+00  0.573E+00  0.603E+00  0.731E+00  0.533E+00  0.657E+00  0.724E+00
    0.672E+02  0.785E+00  0.150E-01  0.680E-01  0.832E+00  0.610E+00  0.625E+00  0.645E+00  0.745E+00  0.622E+00  0.569E+00  0.623E+00  0.819E+00  0.733E+00  0.786E+00  0.609E+00  0.573E+00  0.667E+00  0.665E+00  0.588E+00  0.809E+00  0.752E+00  0.641E+00  0.765E+00  0.650E+00  0.656E+00  0.683E+00  0.655E+00  0.685E+00  0.678E+00  0.660E+00  0.709E+00  0.776E+00  0.589E+00  0.900E+00  0.755E+00  0.587E+00  0.889E+00  0.609E+00  0.638E+00  0.769E+00  0.563E+00  0.680E+00  0.754E+00
