    0.939E+01  0.163E+00  0.179E-02  0.701E-02  0.253E+00  0.893E-01  0.121E+00  0.124E+00  0.168E+00  0.102E+00  0.792E-01  0.104E+00  0.277E+00  0.176E+00  0.238E+00  0.978E-01  0.876E-01  0.136E+00  0.150E+00  0.104E+00  0.234E+00  0.187E+00  0.102E+00  0.247E+00  0.122E+00  0.148E+00  0.157E+00  0.122E+00  0.165E+00  0.131E+00  0.135E+00  0.170E+00  0.186E+00  0.968E-01  0.380E+00  0.212E+00  0.944E-01  0.359E+00  0.124E+00  0.109E+00  0.208E+00  0.857E-01  0.158E+00  0.216E+00
    0.108E+02  0.181E+00  0.176E-02  0.778E-02  0.266E+00  0.100E+00  0.128E+00  0.133E+00  0.182E+00  0.112E+00  0.858E-01  0.111E+00  0.290E+00  0.190E+00  0.250E+00  0.109E+00  0.950E-01  0.148E+00  0.157E+00  0.112E+00  0.248E+00  0.200E+00  0.112E+00  0.251E+00  0.134E+00  0.156E+00  0.167E+00  0.132E+00  0.174E+00  0.143E+00  0.142E+00  0.182E+00  0.197E+00  0.106E+00  0.388E+00  0.225E+00  0.102E+00  0.374E+00  0.131E+00  0.119E+00  0.220E+00  0.938E-01  0.167E+00  0.227E+00
    0.123E+02  0.202E+00  0.222E-02  0.869E-02  0.282E+00  0.113E+00  0.136E+00  0.143E+00  0.198E+00  0.125E+00  0.936E-01  0.120E+00  0.305E+00  0.208E+00  0.264E+00  0.121E+00  0.104E+00  0.162E+00  0.164E+00  0.121E+00  0.265E+00  0.216E+00  0.125E+00  0.255E+00  0.148E+00  0.165E+00  0.178E+00  0.143E+00  0.185E+00  0.157E+00  0.150E+00  0.197E+00  0.209E+00  0.117E+00  0.397E+00  0.241E+00  0.111E+00  0.391E+00  0.139E+00  0.130E+00  0.235E+00  0.103E+00  0.177E+00  0.240E+00
    0.141E+02  0.226E+00  0.271E-02  0.949E-02  0.304E+00  0.128E+00  0.149E+00  0.156E+00  0.219E+00  0.140E+00  0.105E+00  0.132E+00  0.323E+00  0.228E+00  0.282E+00  0.135E+00  0.117E+00  0.178E+00  0.176E+00  0.134E+00  0.287E+00  0.236E+00  0.141E+00  0.269E+00  0.164E+00  0.178E+00  0.193E+00  0.159E+00  0.200E+00  0.173E+00  0.164E+00  0.216E+00  0.230E+00  0.128E+00  0.418E+00  0.256E+00  0.122E+00  0.412E+00  0.151E+00  0.146E+00  0.254E+00  0.114E+00  0.193E+00  0.258E+00
    0.162E+02  0.251E+00  0.301E-02  0.105E-01  0.336E+00  0.146E+00  0.167E+00  0.173E+00  0.246E+00  0.160E+00  0.122E+00  0.150E+00  0.344E+00  0.253E+00  0.306E+00  0.151E+00  0.137E+00  0.197E+00  0.194E+00  0.154E+00  0.314E+00  0.260E+00  0.164E+00  0.296E+00  0.181E+00  0.194E+00  0.213E+00  0.181E+00  0.221E+00  0.194E+00  0.185E+00  0.241E+00  0.262E+00  0.137E+00  0.454E+00  0.269E+00  0.137E+00  0.435E+00  0.167E+00  0.168E+00  0.280E+00  0.127E+00  0.217E+00  0.281E+00
    0.186E+02  0.279E+00  0.391E-02  0.117E-01  0.363E+00  0.162E+00  0.184E+00  0.193E+00  0.274E+00  0.179E+00  0.139E+00  0.170E+00  0.372E+00  0.277E+00  0.331E+00  0.168E+00  0.153E+00  0.215E+00  0.214E+00  0.171E+00  0.343E+00  0.281E+00  0.184E+00  0.319E+00  0.197E+00  0.213E+00  0.236E+00  0.203E+00  0.243E+00  0.214E+00  0.203E+00  0.263E+00  0.290E+00  0.152E+00  0.483E+00  0.289E+00  0.155E+00  0.459E+00  0.185E+00  0.188E+00  0.306E+00  0.143E+00  0.234E+00  0.305E+00
    0.214E+02  0.313E+00  0.563E-02  0.135E-01  0.385E+00  0.179E+00  0.201E+00  0.217E+00  0.304E+00  0.196E+00  0.158E+00  0.191E+00  0.404E+00  0.300E+00  0.355E+00  0.188E+00  0.166E+00  0.234E+00  0.236E+00  0.186E+00  0.373E+00  0.300E+00  0.203E+00  0.339E+00  0.214E+00  0.235E+00  0.264E+00  0.223E+00  0.266E+00  0.233E+00  0.218E+00  0.282E+00  0.314E+00  0.173E+00  0.508E+00  0.314E+00  0.177E+00  0.484E+00  0.204E+00  0.207E+00  0.332E+00  0.163E+00  0.244E+00  0.329E+00
    0.244E+02  0.342E+00  0.650E-02  0.157E-01  0.415E+00  0.201E+00  0.223E+00  0.237E+00  0.316E+00  0.214E+00  0.172E+00  0.209E+00  0.430E+00  0.321E+00  0.382E+00  0.209E+00  0.191E+00  0.263E+00  0.259E+00  0.204E+00  0.395E+00  0.333E+00  0.224E+00  0.362E+00  0.236E+00  0.252E+00  0.276E+00  0.240E+00  0.287E+00  0.260E+00  0.245E+00  0.303E+00  0.336E+00  0.190E+00  0.548E+00  0.341E+00  0.193E+00  0.518E+00  0.220E+00  0.227E+00  0.356E+00  0.182E+00  0.277E+00  0.352E+00
    0.281E+02  0.347E+00  0.625E-02  0.160E-01  0.439E+00  0.222E+00  0.246E+00  0.260E+00  0.336E+00  0.230E+00  0.193E+00  0.231E+00  0.456E+00  0.348E+00  0.412E+00  0.231E+00  0.207E+00  0.286E+00  0.278E+00  0.219E+00  0.424E+00  0.358E+00  0.243E+00  0.388E+00  0.258E+00  0.276E+00  0.301E+00  0.262E+00  0.303E+00  0.280E+00  0.263E+00  0.327E+00  0.370E+00  0.206E+00  0.565E+00  0.359E+00  0.210E+00  0.547E+00  0.236E+00  0.250E+00  0.384E+00  0.202E+00  0.300E+00  0.363E+00
    0.339E+02  0.415E+00  0.622E-02  0.203E-01  0.482E+00  0.255E+00  0.277E+00  0.290E+00  0.387E+00  0.270E+00  0.223E+00  0.264E+00  0.495E+00  0.392E+00  0.458E+00  0.268E+00  0.237E+00  0.328E+00  0.319E+00  0.256E+00  0.478E+00  0.396E+00  0.289E+00  0.420E+00  0.300E+00  0.308E+00  0.339E+00  0.305E+00  0.354E+00  0.315E+00  0.302E+00  0.370E+00  0.410E+00  0.245E+00  0.623E+00  0.410E+00  0.248E+00  0.594E+00  0.266E+00  0.293E+00  0.427E+00  0.234E+00  0.336E+00  0.407E+00
    0.426E+02  0.475E+00  0.760E-02  0.261E-01  0.539E+00  0.301E+00  0.316E+00  0.336E+00  0.441E+00  0.312E+00  0.264E+00  0.306E+00  0.540E+00  0.449E+00  0.505E+00  0.311E+00  0.279E+00  0.377E+00  0.365E+00  0.301E+00  0.529E+00  0.452E+00  0.337E+00  0.477E+00  0.349E+00  0.354E+00  0.381E+00  0.347E+00  0.399E+00  0.374E+00  0.349E+00  0.413E+00  0.461E+00  0.290E+00  0.662E+00  0.467E+00  0.293E+00  0.640E+00  0.314E+00  0.337E+00  0.476E+00  0.278E+00  0.394E+00  0.457E+00
    0.536E+02  0.527E+00  0.843E-02  0.369E-01  0.603E+00  0.359E+00  0.366E+00  0.383E+00  0.495E+00  0.371E+00  0.318E+00  0.364E+00  0.601E+00  0.500E+00  0.566E+00  0.358E+00  0.332E+00  0.430E+00  0.408E+00  0.348E+00  0.588E+00  0.516E+00  0.390E+00  0.525E+00  0.403E+00  0.402E+00  0.440E+00  0.401E+00  0.456E+00  0.429E+00  0.400E+00  0.464E+00  0.538E+00  0.334E+00  0.730E+00  0.511E+00  0.335E+00  0.673E+00  0.365E+00  0.391E+00  0.543E+00  0.322E+00  0.441E+00  0.515E+00
    0.675E+02  0.542E+00  0.125E-01  0.417E-01  0.618E+00  0.393E+00  0.397E+00  0.428E+00  0.541E+00  0.409E+00  0.353E+00  0.396E+00  0.639E+00  0.522E+00  0.588E+00  0.394E+00  0.360E+00  0.474E+00  0.443E+00  0.385E+00  0.601E+00  0.549E+00  0.432E+00  0.543E+00  0.432E+00  0.432E+00  0.472E+00  0.451E+00  0.485E+00  0.474E+00  0.432E+00  0.505E+00  0.560E+00  0.369E+00  0.734E+00  0.545E+00  0.380E+00  0.712E+00  0.404E+00  0.434E+00  0.569E+00  0.360E+00  0.465E+00  0.534E+00
    0.850E+02  0.563E+00  0.220E-01  0.479E-01  0.678E+00  0.442E+00  0.456E+00  0.477E+00  0.596E+00  0.457E+00  0.409E+00  0.457E+00  0.687E+00  0.594E+00  0.650E+00  0.460E+00  0.420E+00  0.527E+00  0.505E+00  0.438E+00  0.668E+00  0.610E+00  0.488E+00  0.609E+00  0.492E+00  0.491E+00  0.536E+00  0.490E+00  0.530E+00  0.510E+00  0.487E+00  0.564E+00  0.610E+00  0.418E+00  0.801E+00  0.604E+00  0.426E+00  0.757E+00  0.453E+00  0.488E+00  0.620E+00  0.414E+00  0.534E+00  0.595E+00
