    0.939E+01  0.365E+00  0.438E-02  0.204E-01  0.446E+00  0.206E+00  0.257E+00  0.273E+00  0.333E+00  0.226E+00  0.191E+00  0.225E+00  0.461E+00  0.329E+00  0.423E+00  0.219E+00  0.210E+00  0.273E+00  0.309E+00  0.223E+00  0.407E+00  0.361E+00  0.233E+00  0.418E+00  0.260E+00  0.296E+00  0.314E+00  0.254E+00  0.316E+00  0.281E+00  0.289E+00  0.331E+00  0.347E+00  0.219E+00  0.562E+00  0.398E+00  0.206E+00  0.553E+00  0.262E+00  0.241E+00  0.378E+00  0.191E+00  0.314E+00  0.408E+00
    0.108E+02  0.398E+00  0.390E-02  0.227E-01  0.467E+00  0.219E+00  0.272E+00  0.284E+00  0.350E+00  0.240E+00  0.204E+00  0.241E+00  0.477E+00  0.352E+00  0.437E+00  0.236E+00  0.220E+00  0.293E+00  0.318E+00  0.238E+00  0.428E+00  0.379E+00  0.247E+00  0.430E+00  0.275E+00  0.310E+00  0.327E+00  0.269E+00  0.333E+00  0.296E+00  0.300E+00  0.349E+00  0.368E+00  0.231E+00  0.578E+00  0.411E+00  0.224E+00  0.563E+00  0.272E+00  0.257E+00  0.394E+00  0.209E+00  0.326E+00  0.415E+00
    0.123E+02  0.428E+00  0.471E-02  0.244E-01  0.493E+00  0.235E+00  0.289E+00  0.298E+00  0.371E+00  0.256E+00  0.220E+00  0.260E+00  0.497E+00  0.380E+00  0.454E+00  0.256E+00  0.231E+00  0.316E+00  0.329E+00  0.256E+00  0.454E+00  0.401E+00  0.264E+00  0.444E+00  0.293E+00  0.326E+00  0.343E+00  0.286E+00  0.355E+00  0.315E+00  0.314E+00  0.371E+00  0.392E+00  0.245E+00  0.598E+00  0.427E+00  0.246E+00  0.575E+00  0.284E+00  0.276E+00  0.414E+00  0.231E+00  0.341E+00  0.424E+00
    0.141E+02  0.455E+00  0.546E-02  0.255E-01  0.522E+00  0.262E+00  0.308E+00  0.320E+00  0.398E+00  0.279E+00  0.243E+00  0.282E+00  0.525E+00  0.410E+00  0.481E+00  0.281E+00  0.251E+00  0.344E+00  0.345E+00  0.280E+00  0.487E+00  0.427E+00  0.288E+00  0.466E+00  0.321E+00  0.348E+00  0.367E+00  0.312E+00  0.379E+00  0.340E+00  0.333E+00  0.393E+00  0.423E+00  0.264E+00  0.626E+00  0.448E+00  0.270E+00  0.601E+00  0.301E+00  0.299E+00  0.441E+00  0.254E+00  0.364E+00  0.444E+00
    0.162E+02  0.483E+00  0.628E-02  0.275E-01  0.556E+00  0.302E+00  0.327E+00  0.353E+00  0.434E+00  0.311E+00  0.275E+00  0.308E+00  0.563E+00  0.444E+00  0.523E+00  0.313E+00  0.281E+00  0.378E+00  0.371E+00  0.311E+00  0.531E+00  0.459E+00  0.321E+00  0.498E+00  0.361E+00  0.376E+00  0.403E+00  0.347E+00  0.407E+00  0.374E+00  0.361E+00  0.416E+00  0.462E+00  0.290E+00  0.665E+00  0.476E+00  0.295E+00  0.645E+00  0.327E+00  0.329E+00  0.479E+00  0.280E+00  0.397E+00  0.479E+00
    0.186E+02  0.529E+00  0.793E-02  0.302E-01  0.587E+00  0.332E+00  0.352E+00  0.378E+00  0.468E+00  0.341E+00  0.299E+00  0.337E+00  0.596E+00  0.474E+00  0.556E+00  0.342E+00  0.309E+00  0.407E+00  0.399E+00  0.337E+00  0.562E+00  0.489E+00  0.352E+00  0.525E+00  0.387E+00  0.400E+00  0.434E+00  0.378E+00  0.439E+00  0.404E+00  0.386E+00  0.445E+00  0.491E+00  0.319E+00  0.702E+00  0.499E+00  0.317E+00  0.678E+00  0.351E+00  0.357E+00  0.511E+00  0.304E+00  0.429E+00  0.512E+00
    0.214E+02  0.557E+00  0.100E-01  0.323E-01  0.616E+00  0.354E+00  0.382E+00  0.396E+00  0.502E+00  0.369E+00  0.315E+00  0.369E+00  0.624E+00  0.501E+00  0.579E+00  0.370E+00  0.334E+00  0.432E+00  0.430E+00  0.359E+00  0.584E+00  0.518E+00  0.382E+00  0.549E+00  0.401E+00  0.420E+00  0.459E+00  0.406E+00  0.473E+00  0.431E+00  0.409E+00  0.480E+00  0.513E+00  0.351E+00  0.735E+00  0.519E+00  0.336E+00  0.700E+00  0.375E+00  0.384E+00  0.539E+00  0.327E+00  0.459E+00  0.543E+00
    0.244E+02  0.589E+00  0.118E-01  0.348E-01  0.632E+00  0.382E+00  0.411E+00  0.422E+00  0.536E+00  0.395E+00  0.338E+00  0.398E+00  0.642E+00  0.526E+00  0.597E+00  0.402E+00  0.365E+00  0.453E+00  0.453E+00  0.389E+00  0.629E+00  0.560E+00  0.410E+00  0.561E+00  0.434E+00  0.447E+00  0.490E+00  0.428E+00  0.488E+00  0.462E+00  0.437E+00  0.508E+00  0.555E+00  0.372E+00  0.744E+00  0.560E+00  0.365E+00  0.740E+00  0.388E+00  0.419E+00  0.563E+00  0.343E+00  0.476E+00  0.561E+00
    0.281E+02  0.593E+00  0.119E-01  0.338E-01  0.661E+00  0.415E+00  0.434E+00  0.464E+00  0.566E+00  0.426E+00  0.366E+00  0.415E+00  0.660E+00  0.557E+00  0.641E+00  0.425E+00  0.395E+00  0.488E+00  0.479E+00  0.410E+00  0.636E+00  0.578E+00  0.439E+00  0.592E+00  0.459E+00  0.468E+00  0.506E+00  0.456E+00  0.514E+00  0.495E+00  0.463E+00  0.527E+00  0.584E+00  0.393E+00  0.768E+00  0.586E+00  0.394E+00  0.744E+00  0.427E+00  0.456E+00  0.591E+00  0.378E+00  0.502E+00  0.589E+00
    0.339E+02  0.680E+00  0.109E-01  0.388E-01  0.705E+00  0.465E+00  0.474E+00  0.490E+00  0.608E+00  0.459E+00  0.416E+00  0.473E+00  0.709E+00  0.605E+00  0.686E+00  0.460E+00  0.433E+00  0.539E+00  0.520E+00  0.455E+00  0.685E+00  0.637E+00  0.496E+00  0.654E+00  0.507E+00  0.520E+00  0.554E+00  0.505E+00  0.552E+00  0.550E+00  0.509E+00  0.579E+00  0.633E+00  0.442E+00  0.825E+00  0.630E+00  0.438E+00  0.786E+00  0.482E+00  0.506E+00  0.646E+00  0.424E+00  0.550E+00  0.640E+00
