1e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.00231e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.00462e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.00693e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.00925e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.01158e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.01391e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.01625e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.01859e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.02094e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.02329e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.02565e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.02802e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.03039e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.03276e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.03514e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.03753e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.03992e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.04232e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.04472e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.04713e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.04954e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.05196e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.05439e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
1.05682e-10 2.2752 2.27519 1.08145 0.285614 0 2.27774 2.27884 1.08145 0.285614 0 36.4941
