    0.108E+02  0.187E+00  0.360E-03  0.169E-01  0.145E+00  0.131E+00  0.201E+00  0.275E+00  0.900E-01  0.101E+00  0.144E+00  0.240E+00  0.129E+00  0.152E+00  0.143E+00  0.271E+00  0.166E+00  0.320E+00  0.374E+00  0.176E+00  0.119E+00  0.109E+00  0.140E+00  0.956E+00
    0.132E+02  0.225E+00  0.710E-03  0.226E-01  0.176E+00  0.159E+00  0.233E+00  0.310E+00  0.106E+00  0.122E+00  0.172E+00  0.272E+00  0.154E+00  0.179E+00  0.169E+00  0.305E+00  0.189E+00  0.360E+00  0.415E+00  0.208E+00  0.142E+00  0.131E+00  0.167E+00  0.985E+00
    0.168E+02  0.275E+00  0.100E-02  0.276E-01  0.215E+00  0.203E+00  0.286E+00  0.375E+00  0.143E+00  0.159E+00  0.218E+00  0.328E+00  0.189E+00  0.228E+00  0.213E+00  0.372E+00  0.234E+00  0.428E+00  0.482E+00  0.252E+00  0.175E+00  0.175E+00  0.211E+00  0.102E+01
    0.216E+02  0.315E+00  0.210E-02  0.315E-01  0.269E+00  0.243E+00  0.339E+00  0.431E+00  0.182E+00  0.196E+00  0.262E+00  0.379E+00  0.235E+00  0.277E+00  0.258E+00  0.433E+00  0.290E+00  0.483E+00  0.547E+00  0.299E+00  0.225E+00  0.216E+00  0.264E+00  0.104E+01
    0.264E+02  0.350E+00  0.360E-02  0.351E-01  0.304E+00  0.284E+00  0.382E+00  0.479E+00  0.216E+00  0.236E+00  0.305E+00  0.424E+00  0.270E+00  0.319E+00  0.295E+00  0.471E+00  0.328E+00  0.531E+00  0.590E+00  0.347E+00  0.257E+00  0.258E+00  0.299E+00  0.106E+01
    0.320E+02  0.396E+00  0.510E-02  0.397E-01  0.355E+00  0.341E+00  0.440E+00  0.527E+00  0.259E+00  0.278E+00  0.351E+00  0.478E+00  0.324E+00  0.367E+00  0.346E+00  0.536E+00  0.379E+00  0.587E+00  0.657E+00  0.397E+00  0.301E+00  0.301E+00  0.348E+00  0.106E+01
    0.384E+02  0.446E+00  0.750E-02  0.447E-01  0.396E+00  0.372E+00  0.493E+00  0.560E+00  0.295E+00  0.317E+00  0.392E+00  0.519E+00  0.361E+00  0.413E+00  0.381E+00  0.574E+00  0.420E+00  0.634E+00  0.697E+00  0.432E+00  0.338E+00  0.349E+00  0.393E+00  0.109E+01
    0.448E+02  0.509E+00  0.910E-02  0.500E-01  0.442E+00  0.412E+00  0.525E+00  0.616E+00  0.330E+00  0.356E+00  0.451E+00  0.551E+00  0.398E+00  0.440E+00  0.425E+00  0.619E+00  0.454E+00  0.677E+00  0.731E+00  0.476E+00  0.377E+00  0.392E+00  0.426E+00  0.110E+01
    0.544E+02  0.570E+00  0.800E-02  0.561E-01  0.495E+00  0.465E+00  0.575E+00  0.661E+00  0.383E+00  0.403E+00  0.489E+00  0.616E+00  0.455E+00  0.506E+00  0.473E+00  0.668E+00  0.510E+00  0.731E+00  0.768E+00  0.530E+00  0.431E+00  0.436E+00  0.493E+00  0.110E+01
    0.672E+02  0.601E+00  0.120E-01  0.600E-01  0.536E+00  0.518E+00  0.627E+00  0.698E+00  0.427E+00  0.446E+00  0.530E+00  0.654E+00  0.508E+00  0.546E+00  0.516E+00  0.707E+00  0.557E+00  0.772E+00  0.822E+00  0.574E+00  0.478E+00  0.481E+00  0.550E+00  0.112E+01
    0.800E+02  0.671E+00  0.130E-01  0.660E-01  0.587E+00  0.551E+00  0.674E+00  0.740E+00  0.483E+00  0.502E+00  0.585E+00  0.699E+00  0.554E+00  0.603E+00  0.567E+00  0.750E+00  0.617E+00  0.817E+00  0.850E+00  0.622E+00  0.516E+00  0.526E+00  0.593E+00  0.110E+01
    0.950E+02  0.743E+00  0.200E-01  0.740E-01  0.636E+00  0.614E+00  0.709E+00  0.777E+00  0.526E+00  0.545E+00  0.628E+00  0.753E+00  0.596E+00  0.659E+00  0.616E+00  0.799E+00  0.657E+00  0.851E+00  0.880E+00  0.667E+00  0.577E+00  0.574E+00  0.626E+00  0.113E+01
