    0.108E+02  0.415E+00  0.890E-03  0.343E-01  0.319E+00  0.305E+00  0.395E+00  0.484E+00  0.223E+00  0.239E+00  0.308E+00  0.437E+00  0.281E+00  0.325E+00  0.318E+00  0.478E+00  0.352E+00  0.537E+00  0.581E+00  0.366E+00  0.274E+00  0.262E+00  0.308E+00  0.947E+00
    0.132E+02  0.457E+00  0.150E-02  0.409E-01  0.360E+00  0.342E+00  0.435E+00  0.530E+00  0.257E+00  0.276E+00  0.349E+00  0.472E+00  0.320E+00  0.367E+00  0.359E+00  0.507E+00  0.388E+00  0.588E+00  0.627E+00  0.402E+00  0.307E+00  0.296E+00  0.346E+00  0.960E+00
    0.168E+02  0.506E+00  0.210E-02  0.454E-01  0.426E+00  0.409E+00  0.516E+00  0.603E+00  0.315E+00  0.344E+00  0.429E+00  0.560E+00  0.384E+00  0.437E+00  0.420E+00  0.591E+00  0.463E+00  0.667E+00  0.700E+00  0.471E+00  0.370E+00  0.366E+00  0.421E+00  0.103E+01
    0.216E+02  0.557E+00  0.410E-02  0.477E-01  0.496E+00  0.458E+00  0.574E+00  0.661E+00  0.371E+00  0.399E+00  0.480E+00  0.606E+00  0.444E+00  0.501E+00  0.474E+00  0.656E+00  0.514E+00  0.734E+00  0.770E+00  0.525E+00  0.431E+00  0.427E+00  0.488E+00  0.106E+01
    0.264E+02  0.600E+00  0.680E-02  0.513E-01  0.543E+00  0.513E+00  0.628E+00  0.702E+00  0.427E+00  0.443E+00  0.521E+00  0.669E+00  0.499E+00  0.538E+00  0.526E+00  0.699E+00  0.567E+00  0.767E+00  0.804E+00  0.570E+00  0.474E+00  0.469E+00  0.531E+00  0.107E+01
    0.320E+02  0.644E+00  0.920E-02  0.551E-01  0.614E+00  0.579E+00  0.684E+00  0.757E+00  0.478E+00  0.488E+00  0.576E+00  0.714E+00  0.555E+00  0.604E+00  0.570E+00  0.757E+00  0.619E+00  0.814E+00  0.850E+00  0.630E+00  0.532E+00  0.524E+00  0.587E+00  0.108E+01
    0.384E+02  0.684E+00  0.130E-01  0.590E-01  0.631E+00  0.607E+00  0.714E+00  0.787E+00  0.516E+00  0.539E+00  0.618E+00  0.749E+00  0.589E+00  0.642E+00  0.621E+00  0.785E+00  0.662E+00  0.849E+00  0.867E+00  0.671E+00  0.564E+00  0.578E+00  0.628E+00  0.108E+01
    0.448E+02  0.746E+00  0.150E-01  0.640E-01  0.688E+00  0.653E+00  0.768E+00  0.819E+00  0.566E+00  0.576E+00  0.685E+00  0.767E+00  0.625E+00  0.677E+00  0.661E+00  0.796E+00  0.699E+00  0.866E+00  0.895E+00  0.717E+00  0.612E+00  0.607E+00  0.665E+00  0.111E+01
    0.544E+02  0.803E+00  0.130E-01  0.690E-01  0.729E+00  0.700E+00  0.804E+00  0.858E+00  0.624E+00  0.636E+00  0.724E+00  0.833E+00  0.687E+00  0.721E+00  0.709E+00  0.861E+00  0.755E+00  0.906E+00  0.953E+00  0.766E+00  0.672E+00  0.669E+00  0.725E+00  0.110E+01
    0.672E+02  0.785E+00  0.150E-01  0.680E-01  0.770E+00  0.732E+00  0.830E+00  0.886E+00  0.661E+00  0.679E+00  0.767E+00  0.848E+00  0.727E+00  0.766E+00  0.746E+00  0.896E+00  0.773E+00  0.929E+00  0.958E+00  0.791E+00  0.691E+00  0.719E+00  0.753E+00  0.110E+01
    0.800E+02  0.823E+00  0.180E-01  0.720E-01  0.806E+00  0.772E+00  0.866E+00  0.905E+00  0.709E+00  0.723E+00  0.802E+00  0.882E+00  0.762E+00  0.814E+00  0.771E+00  0.909E+00  0.836E+00  0.981E+00  0.980E+00  0.828E+00  0.758E+00  0.764E+00  0.804E+00  0.111E+01
    0.950E+02  0.847E+00  0.240E-01  0.740E-01  0.851E+00  0.807E+00  0.885E+00  0.954E+00  0.752E+00  0.764E+00  0.833E+00  0.917E+00  0.814E+00  0.833E+00  0.828E+00  0.951E+00  0.850E+00  0.983E+00  0.998E+00  0.878E+00  0.785E+00  0.802E+00  0.851E+00  0.111E+01
