# Version 1.0
# DOI http://dx.doi.org/10.1007/JHEP09(2015)050
# Source https://www.hepdata.net/download/table/ins1360290/Table27/1/yaml
# Experiment ATLAS
# System PbPb2760
# Centrality 00to05
# XY PT RAA
# EditRecord Extract sys,TAA:0.0152sys,lumi:0.03 from sys,low
# Label xmin xmax y stat,low stat,high sys,low sys,high  sys,TAA,low sys,TAA,high sys,lumi,low sys,lumi,high
 1.00e+01 1.15e+01 1.81e-01 1.76e-03 1.76e-03 4.85e-03 4.85e-03 2.75e-03 2.75e-03 5.43e-03 5.43e-03
 1.15e+01 1.32e+01 2.02e-01 2.22e-03 2.22e-03 5.41e-03 5.41e-03 3.07e-03 3.07e-03 6.06e-03 6.06e-03
 1.32e+01 1.51e+01 2.26e-01 2.71e-03 2.71e-03 5.68e-03 5.68e-03 3.44e-03 3.44e-03 6.78e-03 6.78e-03
 1.51e+01 1.73e+01 2.51e-01 3.01e-03 3.01e-03 6.31e-03 6.31e-03 3.82e-03 3.82e-03 7.53e-03 7.53e-03
 1.73e+01 1.99e+01 2.79e-01 3.91e-03 3.91e-03 7.02e-03 7.02e-03 4.24e-03 4.24e-03 8.37e-03 8.37e-03
 1.99e+01 2.28e+01 3.13e-01 5.63e-03 5.63e-03 8.39e-03 8.39e-03 4.76e-03 4.76e-03 9.39e-03 9.39e-03
 2.28e+01 2.61e+01 3.42e-01 6.50e-03 6.50e-03 1.07e-02 1.07e-02 5.20e-03 5.20e-03 1.03e-02 1.03e-02
 2.61e+01 3.00e+01 3.47e-01 6.25e-03 6.25e-03 1.09e-02 1.09e-02 5.27e-03 5.27e-03 1.04e-02 1.04e-02
 3.00e+01 3.77e+01 4.15e-01 6.22e-03 6.22e-03 1.48e-02 1.48e-02 6.31e-03 6.31e-03 1.24e-02 1.24e-02
 3.77e+01 4.75e+01 4.75e-01 7.60e-03 7.60e-03 2.07e-02 2.07e-02 7.22e-03 7.22e-03 1.42e-02 1.42e-02
 4.75e+01 5.98e+01 5.27e-01 8.43e-03 8.43e-03 3.24e-02 3.24e-02 8.01e-03 8.01e-03 1.58e-02 1.58e-02
 5.98e+01 7.53e+01 5.42e-01 1.25e-02 1.25e-02 3.75e-02 3.75e-02 8.24e-03 8.24e-03 1.63e-02 1.63e-02
 7.53e+01 9.48e+01 5.63e-01 2.20e-02 2.20e-02 4.39e-02 4.39e-02 8.56e-03 8.56e-03 1.69e-02 1.69e-02
