    0.939E+01  0.163E+00  0.179E-02  0.701E-02  0.183E+00  0.143E+00  0.137E+00  0.203E+00  0.247E+00  0.200E+00  0.198E+00  0.183E+00  0.161E+00
    0.108E+02  0.181E+00  0.176E-02  0.778E-02  0.198E+00  0.154E+00  0.149E+00  0.214E+00  0.257E+00  0.211E+00  0.212E+00  0.198E+00  0.174E+00
    0.123E+02  0.202E+00  0.222E-02  0.869E-02  0.217E+00  0.166E+00  0.163E+00  0.226E+00  0.269E+00  0.224E+00  0.230E+00  0.216E+00  0.190E+00
    0.141E+02  0.226E+00  0.271E-02  0.949E-02  0.235E+00  0.184E+00  0.179E+00  0.241E+00  0.284E+00  0.241E+00  0.248E+00  0.233E+00  0.208E+00
    0.162E+02  0.251E+00  0.301E-02  0.105E-01  0.251E+00  0.207E+00  0.199E+00  0.257E+00  0.304E+00  0.263E+00  0.268E+00  0.247E+00  0.229E+00
    0.186E+02  0.279E+00  0.391E-02  0.117E-01  0.272E+00  0.229E+00  0.219E+00  0.277E+00  0.325E+00  0.282E+00  0.284E+00  0.263E+00  0.248E+00
    0.214E+02  0.313E+00  0.563E-02  0.135E-01  0.297E+00  0.249E+00  0.238E+00  0.299E+00  0.346E+00  0.297E+00  0.299E+00  0.280E+00  0.265E+00
    0.244E+02  0.342E+00  0.650E-02  0.157E-01  0.323E+00  0.267E+00  0.266E+00  0.306E+00  0.371E+00  0.319E+00  0.320E+00  0.302E+00  0.275E+00
    0.281E+02  0.347E+00  0.625E-02  0.160E-01  0.343E+00  0.286E+00  0.274E+00  0.332E+00  0.373E+00  0.331E+00  0.340E+00  0.321E+00  0.303E+00
    0.339E+02  0.415E+00  0.622E-02  0.203E-01  0.365E+00  0.305E+00  0.307E+00  0.363E+00  0.396E+00  0.363E+00  0.364E+00  0.345E+00  0.335E+00
    0.426E+02  0.475E+00  0.760E-02  0.261E-01  0.414E+00  0.340E+00  0.336E+00  0.404E+00  0.447E+00  0.394E+00  0.407E+00  0.377E+00  0.369E+00
    0.536E+02  0.527E+00  0.843E-02  0.369E-01  0.437E+00  0.399E+00  0.372E+00  0.435E+00  0.472E+00  0.428E+00  0.451E+00  0.410E+00  0.394E+00
    0.675E+02  0.542E+00  0.125E-01  0.417E-01  0.451E+00  0.425E+00  0.402E+00  0.447E+00  0.513E+00  0.451E+00  0.478E+00  0.446E+00  0.437E+00
    0.850E+02  0.563E+00  0.220E-01  0.479E-01  0.486E+00  0.457E+00  0.419E+00  0.479E+00  0.532E+00  0.469E+00  0.488E+00  0.461E+00  0.446E+00
