    0.939E+01  0.365E+00  0.438E-02  0.204E-01  0.341E+00  0.271E+00  0.279E+00  0.335E+00  0.406E+00  0.358E+00  0.352E+00  0.350E+00  0.300E+00
    0.108E+02  0.398E+00  0.390E-02  0.227E-01  0.361E+00  0.288E+00  0.295E+00  0.359E+00  0.420E+00  0.377E+00  0.367E+00  0.359E+00  0.317E+00
    0.123E+02  0.428E+00  0.471E-02  0.244E-01  0.385E+00  0.308E+00  0.314E+00  0.387E+00  0.437E+00  0.400E+00  0.384E+00  0.370E+00  0.339E+00
    0.141E+02  0.455E+00  0.546E-02  0.255E-01  0.403E+00  0.331E+00  0.338E+00  0.414E+00  0.457E+00  0.421E+00  0.407E+00  0.386E+00  0.366E+00
    0.162E+02  0.483E+00  0.628E-02  0.275E-01  0.412E+00  0.357E+00  0.370E+00  0.438E+00  0.480E+00  0.441E+00  0.434E+00  0.407E+00  0.404E+00
    0.186E+02  0.529E+00  0.793E-02  0.302E-01  0.433E+00  0.382E+00  0.389E+00  0.462E+00  0.508E+00  0.466E+00  0.457E+00  0.434E+00  0.427E+00
    0.214E+02  0.557E+00  0.100E-01  0.323E-01  0.464E+00  0.405E+00  0.396E+00  0.485E+00  0.538E+00  0.495E+00  0.475E+00  0.464E+00  0.438E+00
    0.244E+02  0.589E+00  0.118E-01  0.348E-01  0.491E+00  0.428E+00  0.423E+00  0.501E+00  0.564E+00  0.516E+00  0.487E+00  0.493E+00  0.462E+00
    0.281E+02  0.593E+00  0.119E-01  0.338E-01  0.536E+00  0.458E+00  0.439E+00  0.512E+00  0.552E+00  0.512E+00  0.512E+00  0.507E+00  0.475E+00
    0.339E+02  0.680E+00  0.109E-01  0.388E-01  0.546E+00  0.490E+00  0.481E+00  0.558E+00  0.586E+00  0.538E+00  0.552E+00  0.515E+00  0.514E+00
    0.426E+02  0.719E+00  0.129E-01  0.431E-01  0.591E+00  0.538E+00  0.493E+00  0.579E+00  0.627E+00  0.555E+00  0.594E+00  0.545E+00  0.531E+00
    0.536E+02  0.753E+00  0.136E-01  0.527E-01  0.595E+00  0.532E+00  0.545E+00  0.625E+00  0.629E+00  0.602E+00  0.602E+00  0.577E+00  0.575E+00
    0.675E+02  0.773E+00  0.240E-01  0.557E-01  0.630E+00  0.577E+00  0.550E+00  0.635E+00  0.666E+00  0.623E+00  0.621E+00  0.602E+00  0.607E+00
    0.850E+02  0.814E+00  0.415E-01  0.619E-01  0.612E+00  0.607E+00  0.574E+00  0.661E+00  0.653E+00  0.643E+00  0.630E+00  0.599E+00  0.590E+00
