    0.939E+01  0.365E+00  0.438E-02  0.204E-01  0.380E+00  0.402E+00  0.620E+00  0.456E+00  0.312E+00  0.319E+00  0.191E+00  0.288E+00  0.264E+00  0.316E+00  0.298E+00  0.258E+00  0.336E+00  0.289E+00  0.507E+00
    0.108E+02  0.398E+00  0.390E-02  0.227E-01  0.390E+00  0.413E+00  0.637E+00  0.468E+00  0.330E+00  0.337E+00  0.208E+00  0.304E+00  0.283E+00  0.325E+00  0.326E+00  0.269E+00  0.356E+00  0.312E+00  0.548E+00
    0.123E+02  0.428E+00  0.471E-02  0.244E-01  0.403E+00  0.425E+00  0.656E+00  0.481E+00  0.351E+00  0.358E+00  0.230E+00  0.324E+00  0.305E+00  0.334E+00  0.359E+00  0.282E+00  0.381E+00  0.339E+00  0.598E+00
    0.141E+02  0.455E+00  0.546E-02  0.255E-01  0.419E+00  0.446E+00  0.684E+00  0.500E+00  0.375E+00  0.385E+00  0.249E+00  0.346E+00  0.324E+00  0.348E+00  0.388E+00  0.300E+00  0.400E+00  0.370E+00  0.637E+00
    0.162E+02  0.483E+00  0.628E-02  0.275E-01  0.440E+00  0.478E+00  0.725E+00  0.526E+00  0.402E+00  0.418E+00  0.266E+00  0.372E+00  0.340E+00  0.369E+00  0.409E+00  0.324E+00  0.412E+00  0.408E+00  0.660E+00
    0.186E+02  0.529E+00  0.793E-02  0.302E-01  0.466E+00  0.505E+00  0.741E+00  0.552E+00  0.424E+00  0.442E+00  0.286E+00  0.399E+00  0.359E+00  0.395E+00  0.430E+00  0.349E+00  0.434E+00  0.431E+00  0.672E+00
    0.214E+02  0.557E+00  0.100E-01  0.323E-01  0.496E+00  0.525E+00  0.736E+00  0.577E+00  0.443E+00  0.457E+00  0.309E+00  0.430E+00  0.382E+00  0.426E+00  0.450E+00  0.375E+00  0.465E+00  0.442E+00  0.678E+00
    0.244E+02  0.589E+00  0.118E-01  0.348E-01  0.540E+00  0.554E+00  0.790E+00  0.591E+00  0.468E+00  0.477E+00  0.335E+00  0.481E+00  0.408E+00  0.457E+00  0.470E+00  0.399E+00  0.461E+00  0.457E+00  0.764E+00
    0.281E+02  0.593E+00  0.119E-01  0.338E-01  0.551E+00  0.568E+00  0.776E+00  0.586E+00  0.490E+00  0.482E+00  0.355E+00  0.495E+00  0.437E+00  0.480E+00  0.498E+00  0.415E+00  0.499E+00  0.478E+00  0.740E+00
    0.339E+02  0.680E+00  0.109E-01  0.388E-01  0.570E+00  0.590E+00  0.786E+00  0.631E+00  0.492E+00  0.525E+00  0.384E+00  0.519E+00  0.455E+00  0.499E+00  0.523E+00  0.435E+00  0.518E+00  0.491E+00  0.741E+00
    0.426E+02  0.719E+00  0.129E-01  0.431E-01  0.586E+00  0.631E+00  0.789E+00  0.640E+00  0.530E+00  0.549E+00  0.428E+00  0.550E+00  0.481E+00  0.515E+00  0.550E+00  0.468E+00  0.546E+00  0.559E+00  0.781E+00
    0.536E+02  0.753E+00  0.136E-01  0.527E-01  0.614E+00  0.675E+00  0.841E+00  0.700E+00  0.573E+00  0.589E+00  0.448E+00  0.591E+00  0.517E+00  0.585E+00  0.578E+00  0.502E+00  0.577E+00  0.581E+00  0.803E+00
    0.675E+02  0.773E+00  0.240E-01  0.557E-01  0.646E+00  0.685E+00  0.891E+00  0.697E+00  0.593E+00  0.604E+00  0.484E+00  0.594E+00  0.538E+00  0.569E+00  0.587E+00  0.538E+00  0.570E+00  0.585E+00  0.870E+00
    0.850E+02  0.814E+00  0.415E-01  0.619E-01  0.652E+00  0.659E+00  0.893E+00  0.701E+00  0.610E+00  0.610E+00  0.502E+00  0.643E+00  0.533E+00  0.583E+00  0.621E+00  0.541E+00  0.603E+00  0.621E+00  0.891E+00
