    0.939E+01  0.163E+00  0.179E-02  0.701E-02  0.179E+00  0.217E+00  0.337E+00  0.238E+00  0.175E+00  0.174E+00  0.101E+00  0.136E+00  0.123E+00  0.160E+00  0.152E+00  0.133E+00  0.182E+00  0.173E+00  0.265E+00
    0.108E+02  0.181E+00  0.176E-02  0.778E-02  0.201E+00  0.232E+00  0.362E+00  0.252E+00  0.188E+00  0.188E+00  0.115E+00  0.152E+00  0.140E+00  0.177E+00  0.168E+00  0.147E+00  0.194E+00  0.187E+00  0.278E+00
    0.123E+02  0.202E+00  0.222E-02  0.869E-02  0.228E+00  0.249E+00  0.392E+00  0.270E+00  0.204E+00  0.206E+00  0.133E+00  0.172E+00  0.161E+00  0.197E+00  0.188E+00  0.165E+00  0.208E+00  0.205E+00  0.294E+00
    0.141E+02  0.226E+00  0.271E-02  0.949E-02  0.254E+00  0.267E+00  0.414E+00  0.290E+00  0.223E+00  0.224E+00  0.151E+00  0.194E+00  0.179E+00  0.213E+00  0.208E+00  0.183E+00  0.226E+00  0.222E+00  0.317E+00
    0.162E+02  0.251E+00  0.301E-02  0.105E-01  0.278E+00  0.285E+00  0.423E+00  0.313E+00  0.246E+00  0.243E+00  0.171E+00  0.217E+00  0.195E+00  0.222E+00  0.228E+00  0.201E+00  0.252E+00  0.239E+00  0.351E+00
    0.186E+02  0.279E+00  0.391E-02  0.117E-01  0.302E+00  0.304E+00  0.436E+00  0.335E+00  0.272E+00  0.264E+00  0.188E+00  0.237E+00  0.212E+00  0.243E+00  0.250E+00  0.224E+00  0.271E+00  0.264E+00  0.378E+00
    0.214E+02  0.313E+00  0.563E-02  0.135E-01  0.324E+00  0.325E+00  0.455E+00  0.357E+00  0.300E+00  0.287E+00  0.202E+00  0.253E+00  0.231E+00  0.275E+00  0.275E+00  0.249E+00  0.284E+00  0.295E+00  0.399E+00
    0.244E+02  0.342E+00  0.650E-02  0.157E-01  0.342E+00  0.354E+00  0.495E+00  0.395E+00  0.317E+00  0.317E+00  0.232E+00  0.283E+00  0.248E+00  0.286E+00  0.305E+00  0.257E+00  0.303E+00  0.299E+00  0.431E+00
    0.281E+02  0.347E+00  0.625E-02  0.160E-01  0.363E+00  0.371E+00  0.537E+00  0.397E+00  0.331E+00  0.334E+00  0.249E+00  0.299E+00  0.269E+00  0.312E+00  0.330E+00  0.291E+00  0.321E+00  0.322E+00  0.489E+00
    0.339E+02  0.415E+00  0.622E-02  0.203E-01  0.370E+00  0.405E+00  0.564E+00  0.452E+00  0.347E+00  0.358E+00  0.276E+00  0.340E+00  0.306E+00  0.336E+00  0.349E+00  0.306E+00  0.373E+00  0.357E+00  0.502E+00
    0.426E+02  0.475E+00  0.760E-02  0.261E-01  0.409E+00  0.438E+00  0.629E+00  0.467E+00  0.383E+00  0.384E+00  0.297E+00  0.348E+00  0.338E+00  0.366E+00  0.379E+00  0.349E+00  0.389E+00  0.378E+00  0.561E+00
    0.536E+02  0.527E+00  0.843E-02  0.369E-01  0.461E+00  0.479E+00  0.614E+00  0.504E+00  0.425E+00  0.442E+00  0.313E+00  0.414E+00  0.380E+00  0.405E+00  0.406E+00  0.360E+00  0.425E+00  0.425E+00  0.589E+00
    0.675E+02  0.542E+00  0.125E-01  0.417E-01  0.461E+00  0.469E+00  0.637E+00  0.555E+00  0.462E+00  0.456E+00  0.365E+00  0.441E+00  0.425E+00  0.426E+00  0.441E+00  0.400E+00  0.448E+00  0.454E+00  0.576E+00
    0.850E+02  0.563E+00  0.220E-01  0.479E-01  0.511E+00  0.483E+00  0.694E+00  0.548E+00  0.473E+00  0.457E+00  0.398E+00  0.468E+00  0.448E+00  0.461E+00  0.482E+00  0.422E+00  0.473E+00  0.491E+00  0.680E+00
