225 0.493593 0.466218 0.516755 0.486908 0.957508 0.955177
275 0.513567 0.483337 0.536358 0.507922 0.957509 0.951597
350 0.527376 0.497676 0.553283 0.521442 0.954422 0.953176
450 0.535536 0.509845 0.558427 0.530786 0.960547 0.959007
750 0.527763 0.518999 0.549879 0.544319 0.95978 0.953483
