    0.108E+02  0.187E+00  0.360E-03  0.169E-01  0.193E+00  0.167E+00  0.270E+00  0.142E+00  0.236E+00  0.236E+00  0.168E+01  0.509E+00  0.293E+00  0.181E+00  0.254E+00  0.122E+01  0.389E+00  0.194E+00  0.437E+00  0.754E+00  0.573E+00  0.297E+00  0.352E+00  0.156E+00  0.183E+00  0.661E+00  0.241E+00  0.305E+00  0.261E+00  0.157E+00  0.418E+00  0.294E+00  0.482E+00  0.325E+00  0.253E+00  0.356E+00  0.744E+00  0.438E+00  0.296E+00  0.207E+00  0.128E+01  0.604E+00  0.948E+00  0.417E+00  0.180E+00  0.404E+00  0.475E+00  0.188E+00  0.302E+00  0.148E+00  0.297E+00  0.161E+00  0.255E+00  0.288E+00  0.244E+00  0.889E+00  0.220E+00  0.117E+01  0.225E+00  0.312E+00  0.286E+00  0.159E+01  0.542E+00  0.509E+00  0.179E+00  0.699E+00  0.411E+00  0.170E+00  0.166E+00  0.130E+00  0.407E+00  0.193E+00  0.167E+00  0.281E+01
    0.132E+02  0.225E+00  0.710E-03  0.226E-01  0.225E+00  0.203E+00  0.313E+00  0.173E+00  0.256E+00  0.286E+00  0.156E+01  0.543E+00  0.289E+00  0.199E+00  0.268E+00  0.126E+01  0.459E+00  0.212E+00  0.450E+00  0.796E+00  0.591E+00  0.338E+00  0.398E+00  0.190E+00  0.198E+00  0.665E+00  0.273E+00  0.334E+00  0.290E+00  0.179E+00  0.381E+00  0.330E+00  0.504E+00  0.359E+00  0.260E+00  0.393E+00  0.730E+00  0.463E+00  0.318E+00  0.238E+00  0.128E+01  0.604E+00  0.102E+01  0.473E+00  0.205E+00  0.400E+00  0.462E+00  0.220E+00  0.336E+00  0.175E+00  0.307E+00  0.189E+00  0.286E+00  0.312E+00  0.289E+00  0.881E+00  0.249E+00  0.128E+01  0.250E+00  0.333E+00  0.308E+00  0.159E+01  0.581E+00  0.538E+00  0.208E+00  0.720E+00  0.451E+00  0.190E+00  0.193E+00  0.165E+00  0.402E+00  0.218E+00  0.204E+00  0.269E+01
    0.168E+02  0.275E+00  0.100E-02  0.276E-01  0.269E+00  0.250E+00  0.366E+00  0.226E+00  0.316E+00  0.353E+00  0.147E+01  0.595E+00  0.365E+00  0.232E+00  0.286E+00  0.130E+01  0.475E+00  0.250E+00  0.476E+00  0.916E+00  0.581E+00  0.383E+00  0.436E+00  0.210E+00  0.235E+00  0.690E+00  0.305E+00  0.395E+00  0.323E+00  0.213E+00  0.420E+00  0.363E+00  0.509E+00  0.448E+00  0.322E+00  0.402E+00  0.758E+00  0.521E+00  0.372E+00  0.258E+00  0.124E+01  0.635E+00  0.107E+01  0.531E+00  0.257E+00  0.426E+00  0.533E+00  0.234E+00  0.386E+00  0.201E+00  0.382E+00  0.229E+00  0.310E+00  0.354E+00  0.308E+00  0.938E+00  0.269E+00  0.117E+01  0.296E+00  0.365E+00  0.348E+00  0.157E+01  0.632E+00  0.595E+00  0.248E+00  0.738E+00  0.504E+00  0.227E+00  0.240E+00  0.190E+00  0.443E+00  0.264E+00  0.250E+00  0.265E+01
    0.216E+02  0.315E+00  0.210E-02  0.315E-01  0.312E+00  0.300E+00  0.436E+00  0.259E+00  0.388E+00  0.392E+00  0.156E+01  0.685E+00  0.418E+00  0.276E+00  0.382E+00  0.133E+01  0.556E+00  0.292E+00  0.529E+00  0.898E+00  0.601E+00  0.455E+00  0.512E+00  0.263E+00  0.282E+00  0.743E+00  0.332E+00  0.439E+00  0.382E+00  0.258E+00  0.454E+00  0.413E+00  0.597E+00  0.479E+00  0.366E+00  0.453E+00  0.787E+00  0.554E+00  0.425E+00  0.290E+00  0.130E+01  0.690E+00  0.109E+01  0.590E+00  0.315E+00  0.474E+00  0.612E+00  0.293E+00  0.430E+00  0.263E+00  0.433E+00  0.267E+00  0.374E+00  0.401E+00  0.376E+00  0.961E+00  0.326E+00  0.106E+01  0.315E+00  0.404E+00  0.400E+00  0.147E+01  0.702E+00  0.656E+00  0.302E+00  0.766E+00  0.581E+00  0.276E+00  0.295E+00  0.246E+00  0.479E+00  0.313E+00  0.289E+00  0.259E+01
    0.264E+02  0.350E+00  0.360E-02  0.351E-01  0.372E+00  0.331E+00  0.508E+00  0.319E+00  0.446E+00  0.456E+00  0.154E+01  0.663E+00  0.457E+00  0.312E+00  0.396E+00  0.133E+01  0.561E+00  0.313E+00  0.550E+00  0.973E+00  0.674E+00  0.522E+00  0.521E+00  0.311E+00  0.303E+00  0.744E+00  0.373E+00  0.481E+00  0.414E+00  0.298E+00  0.520E+00  0.456E+00  0.608E+00  0.546E+00  0.393E+00  0.503E+00  0.872E+00  0.584E+00  0.466E+00  0.317E+00  0.131E+01  0.736E+00  0.113E+01  0.617E+00  0.358E+00  0.490E+00  0.640E+00  0.320E+00  0.490E+00  0.303E+00  0.493E+00  0.308E+00  0.386E+00  0.452E+00  0.436E+00  0.971E+00  0.350E+00  0.116E+01  0.360E+00  0.452E+00  0.470E+00  0.164E+01  0.791E+00  0.691E+00  0.339E+00  0.859E+00  0.627E+00  0.314E+00  0.336E+00  0.302E+00  0.533E+00  0.375E+00  0.318E+00  0.239E+01
    0.320E+02  0.396E+00  0.510E-02  0.397E-01  0.423E+00  0.383E+00  0.543E+00  0.356E+00  0.476E+00  0.528E+00  0.157E+01  0.716E+00  0.499E+00  0.328E+00  0.444E+00  0.135E+01  0.642E+00  0.353E+00  0.571E+00  0.101E+01  0.677E+00  0.565E+00  0.572E+00  0.343E+00  0.339E+00  0.811E+00  0.398E+00  0.526E+00  0.452E+00  0.305E+00  0.505E+00  0.478E+00  0.636E+00  0.569E+00  0.442E+00  0.549E+00  0.846E+00  0.627E+00  0.496E+00  0.340E+00  0.133E+01  0.748E+00  0.109E+01  0.661E+00  0.395E+00  0.532E+00  0.669E+00  0.366E+00  0.519E+00  0.340E+00  0.531E+00  0.349E+00  0.427E+00  0.496E+00  0.461E+00  0.955E+00  0.376E+00  0.120E+01  0.387E+00  0.478E+00  0.501E+00  0.152E+01  0.822E+00  0.730E+00  0.378E+00  0.864E+00  0.662E+00  0.345E+00  0.367E+00  0.369E+00  0.573E+00  0.409E+00  0.355E+00  0.229E+01
    0.384E+02  0.446E+00  0.750E-02  0.447E-01  0.457E+00  0.449E+00  0.591E+00  0.419E+00  0.526E+00  0.555E+00  0.145E+01  0.762E+00  0.516E+00  0.374E+00  0.469E+00  0.136E+01  0.711E+00  0.400E+00  0.598E+00  0.106E+01  0.689E+00  0.610E+00  0.632E+00  0.388E+00  0.362E+00  0.846E+00  0.432E+00  0.579E+00  0.489E+00  0.360E+00  0.560E+00  0.482E+00  0.676E+00  0.648E+00  0.492E+00  0.545E+00  0.889E+00  0.682E+00  0.551E+00  0.379E+00  0.129E+01  0.748E+00  0.113E+01  0.723E+00  0.450E+00  0.561E+00  0.685E+00  0.382E+00  0.600E+00  0.369E+00  0.560E+00  0.412E+00  0.453E+00  0.508E+00  0.556E+00  0.103E+01  0.401E+00  0.117E+01  0.422E+00  0.532E+00  0.550E+00  0.146E+01  0.888E+00  0.769E+00  0.420E+00  0.832E+00  0.725E+00  0.394E+00  0.415E+00  0.414E+00  0.570E+00  0.461E+00  0.401E+00  0.213E+01
    0.448E+02  0.509E+00  0.910E-02  0.500E-01  0.498E+00  0.469E+00  0.632E+00  0.457E+00  0.556E+00  0.600E+00  0.147E+01  0.766E+00  0.570E+00  0.404E+00  0.529E+00  0.132E+01  0.754E+00  0.413E+00  0.607E+00  0.101E+01  0.717E+00  0.628E+00  0.649E+00  0.439E+00  0.388E+00  0.835E+00  0.484E+00  0.620E+00  0.516E+00  0.384E+00  0.601E+00  0.515E+00  0.670E+00  0.717E+00  0.530E+00  0.637E+00  0.897E+00  0.708E+00  0.586E+00  0.406E+00  0.122E+01  0.813E+00  0.118E+01  0.746E+00  0.462E+00  0.594E+00  0.726E+00  0.413E+00  0.615E+00  0.394E+00  0.585E+00  0.439E+00  0.468E+00  0.563E+00  0.550E+00  0.102E+01  0.436E+00  0.114E+01  0.448E+00  0.569E+00  0.588E+00  0.142E+01  0.835E+00  0.781E+00  0.430E+00  0.911E+00  0.737E+00  0.422E+00  0.419E+00  0.467E+00  0.583E+00  0.502E+00  0.418E+00  0.199E+01
    0.544E+02  0.570E+00  0.800E-02  0.561E-01  0.531E+00  0.503E+00  0.683E+00  0.490E+00  0.592E+00  0.635E+00  0.140E+01  0.799E+00  0.575E+00  0.422E+00  0.552E+00  0.132E+01  0.769E+00  0.452E+00  0.660E+00  0.106E+01  0.755E+00  0.715E+00  0.674E+00  0.448E+00  0.422E+00  0.881E+00  0.488E+00  0.667E+00  0.555E+00  0.391E+00  0.629E+00  0.543E+00  0.716E+00  0.753E+00  0.544E+00  0.634E+00  0.916E+00  0.749E+00  0.608E+00  0.431E+00  0.125E+01  0.808E+00  0.118E+01  0.791E+00  0.533E+00  0.594E+00  0.778E+00  0.448E+00  0.670E+00  0.422E+00  0.637E+00  0.481E+00  0.521E+00  0.601E+00  0.605E+00  0.103E+01  0.451E+00  0.117E+01  0.489E+00  0.604E+00  0.649E+00  0.147E+01  0.894E+00  0.818E+00  0.482E+00  0.866E+00  0.785E+00  0.445E+00  0.471E+00  0.497E+00  0.646E+00  0.536E+00  0.455E+00  0.193E+01
    0.672E+02  0.601E+00  0.120E-01  0.600E-01  0.571E+00  0.564E+00  0.724E+00  0.544E+00  0.638E+00  0.656E+00  0.141E+01  0.807E+00  0.611E+00  0.463E+00  0.583E+00  0.128E+01  0.792E+00  0.481E+00  0.675E+00  0.108E+01  0.764E+00  0.716E+00  0.702E+00  0.515E+00  0.446E+00  0.891E+00  0.510E+00  0.688E+00  0.613E+00  0.427E+00  0.618E+00  0.596E+00  0.715E+00  0.816E+00  0.581E+00  0.639E+00  0.906E+00  0.780E+00  0.636E+00  0.459E+00  0.125E+01  0.843E+00  0.117E+01  0.810E+00  0.598E+00  0.627E+00  0.853E+00  0.482E+00  0.697E+00  0.461E+00  0.664E+00  0.530E+00  0.524E+00  0.655E+00  0.614E+00  0.103E+01  0.489E+00  0.117E+01  0.496E+00  0.676E+00  0.699E+00  0.142E+01  0.916E+00  0.816E+00  0.531E+00  0.944E+00  0.848E+00  0.488E+00  0.514E+00  0.544E+00  0.674E+00  0.609E+00  0.518E+00  0.199E+01
