# Version 1.0
# Parameter A B
0   0.07
0.1 1.81
0.2 1.59
0.3 1.63
0.4 0.01
0.5 0.21
0.6 0.84
0.7 1.92
0.8 1.32
0.9 1.23
1.0 1.77
1.1 1.19
1.2 0.51
1.3 1.16
1.4 0.75
1.5 1.24
1.6 0.27
1.7 0.12
1.8 0.44
1.9 1.05
2.0 1.24






















