    0.108E+02  0.187E+00  0.360E-03  0.169E-01  0.176E+00  0.199E+00  0.169E+00  0.869E-01  0.579E-01  0.188E+00  0.110E+00  0.185E+00  0.862E-01  0.313E+00  0.942E-01  0.151E+00  0.128E+00  0.178E+00  0.118E+00  0.101E+00  0.226E+00  0.109E+00  0.147E+00  0.192E+00
    0.132E+02  0.225E+00  0.710E-03  0.226E-01  0.201E+00  0.232E+00  0.195E+00  0.105E+00  0.715E-01  0.215E+00  0.131E+00  0.208E+00  0.102E+00  0.352E+00  0.113E+00  0.180E+00  0.151E+00  0.203E+00  0.138E+00  0.123E+00  0.250E+00  0.128E+00  0.165E+00  0.223E+00
    0.168E+02  0.275E+00  0.100E-02  0.276E-01  0.247E+00  0.295E+00  0.240E+00  0.137E+00  0.989E-01  0.267E+00  0.162E+00  0.254E+00  0.130E+00  0.403E+00  0.143E+00  0.214E+00  0.188E+00  0.246E+00  0.161E+00  0.155E+00  0.294E+00  0.155E+00  0.209E+00  0.263E+00
    0.216E+02  0.315E+00  0.210E-02  0.315E-01  0.285E+00  0.334E+00  0.284E+00  0.170E+00  0.125E+00  0.314E+00  0.199E+00  0.296E+00  0.158E+00  0.471E+00  0.176E+00  0.271E+00  0.226E+00  0.299E+00  0.202E+00  0.193E+00  0.335E+00  0.185E+00  0.254E+00  0.309E+00
    0.264E+02  0.350E+00  0.360E-02  0.351E-01  0.330E+00  0.388E+00  0.328E+00  0.201E+00  0.152E+00  0.359E+00  0.229E+00  0.335E+00  0.186E+00  0.519E+00  0.205E+00  0.304E+00  0.261E+00  0.344E+00  0.235E+00  0.226E+00  0.367E+00  0.224E+00  0.296E+00  0.362E+00
    0.320E+02  0.396E+00  0.510E-02  0.397E-01  0.370E+00  0.430E+00  0.367E+00  0.239E+00  0.189E+00  0.403E+00  0.280E+00  0.379E+00  0.226E+00  0.571E+00  0.242E+00  0.352E+00  0.308E+00  0.384E+00  0.273E+00  0.265E+00  0.421E+00  0.258E+00  0.332E+00  0.405E+00
    0.384E+02  0.446E+00  0.750E-02  0.447E-01  0.416E+00  0.482E+00  0.403E+00  0.275E+00  0.219E+00  0.443E+00  0.309E+00  0.418E+00  0.258E+00  0.621E+00  0.281E+00  0.390E+00  0.345E+00  0.420E+00  0.309E+00  0.302E+00  0.460E+00  0.290E+00  0.379E+00  0.436E+00
    0.448E+02  0.509E+00  0.910E-02  0.500E-01  0.440E+00  0.517E+00  0.443E+00  0.315E+00  0.248E+00  0.491E+00  0.342E+00  0.459E+00  0.290E+00  0.651E+00  0.313E+00  0.431E+00  0.387E+00  0.466E+00  0.340E+00  0.331E+00  0.502E+00  0.327E+00  0.409E+00  0.482E+00
    0.544E+02  0.570E+00  0.800E-02  0.561E-01  0.495E+00  0.572E+00  0.483E+00  0.359E+00  0.296E+00  0.535E+00  0.394E+00  0.502E+00  0.334E+00  0.710E+00  0.359E+00  0.482E+00  0.439E+00  0.515E+00  0.384E+00  0.394E+00  0.547E+00  0.372E+00  0.460E+00  0.539E+00
    0.672E+02  0.601E+00  0.120E-01  0.600E-01  0.526E+00  0.609E+00  0.540E+00  0.398E+00  0.335E+00  0.578E+00  0.444E+00  0.538E+00  0.387E+00  0.738E+00  0.403E+00  0.525E+00  0.476E+00  0.560E+00  0.435E+00  0.435E+00  0.581E+00  0.419E+00  0.498E+00  0.567E+00
    0.800E+02  0.671E+00  0.130E-01  0.660E-01  0.587E+00  0.658E+00  0.601E+00  0.447E+00  0.383E+00  0.616E+00  0.492E+00  0.596E+00  0.420E+00  0.783E+00  0.447E+00  0.579E+00  0.527E+00  0.605E+00  0.482E+00  0.483E+00  0.627E+00  0.462E+00  0.545E+00  0.631E+00
    0.950E+02  0.743E+00  0.200E-01  0.740E-01  0.631E+00  0.705E+00  0.616E+00  0.495E+00  0.428E+00  0.677E+00  0.541E+00  0.633E+00  0.466E+00  0.814E+00  0.482E+00  0.629E+00  0.569E+00  0.648E+00  0.525E+00  0.527E+00  0.676E+00  0.501E+00  0.605E+00  0.664E+00
