    0.939E+01  0.163E+00  0.179E-02  0.701E-02  0.174E+00  0.203E+00  0.171E+00  0.806E-01  0.532E-01  0.186E+00  0.104E+00  0.186E+00  0.835E-01  0.317E+00  0.918E-01  0.147E+00  0.127E+00  0.171E+00  0.109E+00  0.930E-01  0.221E+00  0.104E+00  0.146E+00  0.191E+00
    0.108E+02  0.181E+00  0.176E-02  0.778E-02  0.189E+00  0.220E+00  0.186E+00  0.915E-01  0.617E-01  0.201E+00  0.115E+00  0.199E+00  0.934E-01  0.334E+00  0.103E+00  0.161E+00  0.138E+00  0.186E+00  0.121E+00  0.105E+00  0.236E+00  0.114E+00  0.160E+00  0.204E+00
    0.123E+02  0.202E+00  0.222E-02  0.869E-02  0.206E+00  0.242E+00  0.203E+00  0.104E+00  0.718E-01  0.218E+00  0.127E+00  0.215E+00  0.105E+00  0.355E+00  0.115E+00  0.179E+00  0.150E+00  0.205E+00  0.135E+00  0.119E+00  0.254E+00  0.126E+00  0.176E+00  0.219E+00
    0.141E+02  0.226E+00  0.271E-02  0.949E-02  0.227E+00  0.267E+00  0.224E+00  0.120E+00  0.844E-01  0.241E+00  0.143E+00  0.234E+00  0.117E+00  0.385E+00  0.131E+00  0.201E+00  0.167E+00  0.226E+00  0.151E+00  0.136E+00  0.275E+00  0.141E+00  0.196E+00  0.241E+00
    0.162E+02  0.251E+00  0.301E-02  0.105E-01  0.250E+00  0.300E+00  0.247E+00  0.139E+00  0.100E+00  0.268E+00  0.163E+00  0.259E+00  0.130E+00  0.428E+00  0.149E+00  0.229E+00  0.188E+00  0.250E+00  0.171E+00  0.158E+00  0.298E+00  0.161E+00  0.221E+00  0.273E+00
    0.186E+02  0.279E+00  0.391E-02  0.117E-01  0.275E+00  0.328E+00  0.272E+00  0.157E+00  0.116E+00  0.299E+00  0.187E+00  0.286E+00  0.146E+00  0.469E+00  0.167E+00  0.256E+00  0.212E+00  0.279E+00  0.190E+00  0.181E+00  0.322E+00  0.178E+00  0.243E+00  0.302E+00
    0.214E+02  0.313E+00  0.563E-02  0.135E-01  0.302E+00  0.352E+00  0.296E+00  0.176E+00  0.132E+00  0.332E+00  0.213E+00  0.315E+00  0.166E+00  0.507E+00  0.184E+00  0.281E+00  0.239E+00  0.311E+00  0.209E+00  0.205E+00  0.347E+00  0.195E+00  0.263E+00  0.327E+00
    0.244E+02  0.342E+00  0.650E-02  0.157E-01  0.338E+00  0.383E+00  0.327E+00  0.199E+00  0.148E+00  0.350E+00  0.233E+00  0.340E+00  0.192E+00  0.542E+00  0.207E+00  0.307E+00  0.263E+00  0.328E+00  0.237E+00  0.226E+00  0.371E+00  0.221E+00  0.296E+00  0.348E+00
    0.281E+02  0.347E+00  0.625E-02  0.160E-01  0.354E+00  0.410E+00  0.348E+00  0.226E+00  0.169E+00  0.387E+00  0.254E+00  0.362E+00  0.213E+00  0.553E+00  0.230E+00  0.337E+00  0.288E+00  0.366E+00  0.257E+00  0.251E+00  0.402E+00  0.243E+00  0.322E+00  0.378E+00
    0.339E+02  0.415E+00  0.622E-02  0.203E-01  0.394E+00  0.469E+00  0.390E+00  0.262E+00  0.203E+00  0.429E+00  0.299E+00  0.412E+00  0.247E+00  0.605E+00  0.269E+00  0.374E+00  0.336E+00  0.410E+00  0.301E+00  0.290E+00  0.445E+00  0.287E+00  0.361E+00  0.432E+00
    0.426E+02  0.475E+00  0.760E-02  0.261E-01  0.454E+00  0.523E+00  0.446E+00  0.314E+00  0.246E+00  0.493E+00  0.350E+00  0.452E+00  0.291E+00  0.669E+00  0.319E+00  0.436E+00  0.377E+00  0.470E+00  0.349E+00  0.344E+00  0.500E+00  0.322E+00  0.409E+00  0.479E+00
    0.536E+02  0.527E+00  0.843E-02  0.369E-01  0.512E+00  0.580E+00  0.493E+00  0.364E+00  0.296E+00  0.558E+00  0.409E+00  0.526E+00  0.342E+00  0.721E+00  0.370E+00  0.485E+00  0.445E+00  0.522E+00  0.400E+00  0.398E+00  0.548E+00  0.376E+00  0.474E+00  0.548E+00
    0.675E+02  0.542E+00  0.125E-01  0.417E-01  0.538E+00  0.609E+00  0.548E+00  0.409E+00  0.331E+00  0.587E+00  0.439E+00  0.546E+00  0.381E+00  0.741E+00  0.412E+00  0.524E+00  0.473E+00  0.561E+00  0.429E+00  0.437E+00  0.570E+00  0.420E+00  0.506E+00  0.570E+00
    0.850E+02  0.563E+00  0.220E-01  0.479E-01  0.601E+00  0.674E+00  0.596E+00  0.463E+00  0.399E+00  0.639E+00  0.504E+00  0.615E+00  0.418E+00  0.820E+00  0.470E+00  0.589E+00  0.536E+00  0.613E+00  0.494E+00  0.484E+00  0.639E+00  0.469E+00  0.575E+00  0.623E+00
