    0.939E+01  0.365E+00  0.438E-02  0.204E-01  0.261E+00  0.418E+00  0.350E+00  0.302E+00  0.275E+00  0.646E+00  0.318E+00  0.289E+00  0.567E+00  0.669E+00  0.486E+00  0.419E+00
    0.108E+02  0.398E+00  0.390E-02  0.227E-01  0.286E+00  0.454E+00  0.383E+00  0.335E+00  0.299E+00  0.666E+00  0.346E+00  0.311E+00  0.556E+00  0.673E+00  0.513E+00  0.439E+00
    0.123E+02  0.428E+00  0.471E-02  0.244E-01  0.315E+00  0.496E+00  0.422E+00  0.372E+00  0.329E+00  0.691E+00  0.378E+00  0.338E+00  0.542E+00  0.677E+00  0.544E+00  0.464E+00
    0.141E+02  0.455E+00  0.546E-02  0.255E-01  0.344E+00  0.530E+00  0.459E+00  0.403E+00  0.356E+00  0.704E+00  0.418E+00  0.361E+00  0.540E+00  0.706E+00  0.586E+00  0.481E+00
    0.162E+02  0.483E+00  0.628E-02  0.275E-01  0.371E+00  0.553E+00  0.491E+00  0.422E+00  0.381E+00  0.702E+00  0.469E+00  0.377E+00  0.553E+00  0.771E+00  0.642E+00  0.488E+00
    0.186E+02  0.529E+00  0.793E-02  0.302E-01  0.396E+00  0.584E+00  0.535E+00  0.460E+00  0.408E+00  0.743E+00  0.536E+00  0.393E+00  0.559E+00  0.803E+00  0.672E+00  0.496E+00
    0.214E+02  0.557E+00  0.100E-01  0.323E-01  0.420E+00  0.621E+00  0.590E+00  0.515E+00  0.438E+00  0.820E+00  0.614E+00  0.409E+00  0.559E+00  0.804E+00  0.679E+00  0.507E+00
    0.244E+02  0.589E+00  0.118E-01  0.348E-01  0.452E+00  0.646E+00  0.600E+00  0.526E+00  0.451E+00  0.813E+00  0.599E+00  0.455E+00  0.599E+00  0.818E+00  0.690E+00  0.539E+00
    0.281E+02  0.593E+00  0.119E-01  0.338E-01  0.470E+00  0.700E+00  0.610E+00  0.540E+00  0.480E+00  0.817E+00  0.676E+00  0.471E+00  0.579E+00  0.826E+00  0.762E+00  0.548E+00
    0.339E+02  0.680E+00  0.109E-01  0.388E-01  0.496E+00  0.706E+00  0.620E+00  0.584E+00  0.488E+00  0.830E+00  0.700E+00  0.511E+00  0.598E+00  0.854E+00  0.777E+00  0.564E+00
    0.426E+02  0.719E+00  0.129E-01  0.431E-01  0.515E+00  0.810E+00  0.703E+00  0.626E+00  0.538E+00  0.834E+00  0.768E+00  0.546E+00  0.616E+00  0.882E+00  0.820E+00  0.599E+00
    0.536E+02  0.753E+00  0.136E-01  0.527E-01  0.600E+00  0.813E+00  0.727E+00  0.650E+00  0.552E+00  0.848E+00  0.813E+00  0.553E+00  0.620E+00  0.854E+00  0.911E+00  0.624E+00
    0.675E+02  0.773E+00  0.240E-01  0.557E-01  0.607E+00  0.861E+00  0.707E+00  0.661E+00  0.569E+00  0.843E+00  0.806E+00  0.606E+00  0.602E+00  0.890E+00  0.869E+00  0.597E+00
    0.850E+02  0.814E+00  0.415E-01  0.619E-01  0.617E+00  0.838E+00  0.759E+00  0.671E+00  0.601E+00  0.878E+00  0.925E+00  0.598E+00  0.627E+00  0.861E+00  0.851E+00  0.650E+00
