    0.939E+01  0.163E+00  0.179E-02  0.701E-02  0.123E+00  0.186E+00  0.160E+00  0.143E+00  0.133E+00  0.435E+00  0.129E+00  0.159E+00  0.370E+00  0.329E+00  0.220E+00  0.217E+00
    0.108E+02  0.181E+00  0.176E-02  0.778E-02  0.137E+00  0.202E+00  0.176E+00  0.158E+00  0.149E+00  0.448E+00  0.147E+00  0.175E+00  0.361E+00  0.339E+00  0.241E+00  0.232E+00
    0.123E+02  0.202E+00  0.222E-02  0.869E-02  0.154E+00  0.221E+00  0.195E+00  0.176E+00  0.168E+00  0.463E+00  0.169E+00  0.194E+00  0.350E+00  0.350E+00  0.266E+00  0.251E+00
    0.141E+02  0.226E+00  0.271E-02  0.949E-02  0.175E+00  0.241E+00  0.221E+00  0.198E+00  0.189E+00  0.485E+00  0.195E+00  0.215E+00  0.352E+00  0.378E+00  0.304E+00  0.269E+00
    0.162E+02  0.251E+00  0.301E-02  0.105E-01  0.202E+00  0.264E+00  0.256E+00  0.225E+00  0.212E+00  0.516E+00  0.228E+00  0.238E+00  0.373E+00  0.428E+00  0.360E+00  0.287E+00
    0.186E+02  0.279E+00  0.391E-02  0.117E-01  0.223E+00  0.297E+00  0.285E+00  0.255E+00  0.236E+00  0.539E+00  0.255E+00  0.258E+00  0.381E+00  0.467E+00  0.388E+00  0.303E+00
    0.214E+02  0.313E+00  0.563E-02  0.135E-01  0.239E+00  0.340E+00  0.310E+00  0.288E+00  0.260E+00  0.554E+00  0.276E+00  0.275E+00  0.378E+00  0.494E+00  0.392E+00  0.318E+00
    0.244E+02  0.342E+00  0.650E-02  0.157E-01  0.273E+00  0.361E+00  0.344E+00  0.309E+00  0.287E+00  0.552E+00  0.323E+00  0.299E+00  0.413E+00  0.490E+00  0.431E+00  0.344E+00
    0.281E+02  0.347E+00  0.625E-02  0.160E-01  0.285E+00  0.396E+00  0.371E+00  0.338E+00  0.309E+00  0.592E+00  0.361E+00  0.326E+00  0.391E+00  0.520E+00  0.441E+00  0.377E+00
    0.339E+02  0.415E+00  0.622E-02  0.203E-01  0.313E+00  0.431E+00  0.397E+00  0.360E+00  0.321E+00  0.605E+00  0.408E+00  0.358E+00  0.417E+00  0.565E+00  0.490E+00  0.385E+00
    0.426E+02  0.475E+00  0.760E-02  0.261E-01  0.363E+00  0.487E+00  0.444E+00  0.391E+00  0.354E+00  0.648E+00  0.436E+00  0.389E+00  0.442E+00  0.595E+00  0.542E+00  0.408E+00
    0.536E+02  0.527E+00  0.843E-02  0.369E-01  0.394E+00  0.554E+00  0.500E+00  0.470E+00  0.410E+00  0.631E+00  0.507E+00  0.404E+00  0.471E+00  0.630E+00  0.587E+00  0.449E+00
    0.675E+02  0.542E+00  0.125E-01  0.417E-01  0.423E+00  0.605E+00  0.522E+00  0.457E+00  0.440E+00  0.676E+00  0.581E+00  0.463E+00  0.470E+00  0.645E+00  0.605E+00  0.491E+00
    0.850E+02  0.563E+00  0.220E-01  0.479E-01  0.437E+00  0.644E+00  0.536E+00  0.502E+00  0.461E+00  0.724E+00  0.591E+00  0.443E+00  0.496E+00  0.649E+00  0.627E+00  0.494E+00
