# Version 1.0
# DOI
# Source
# System AuAu200
# Centrality 40 50
# XY PT RAA
# Label x y stat,low stat,high sys,low sys,high
9.25 0.547 0.0289 0.0289 0.0672 0.0672
9.75 0.606 0.0381 0.0381 0.0766 0.0766
11 0.523 0.0253 0.0253 0.0783 0.0783
13 0.569 0.0512 0.0512 0.119 0.119
15 0.436 0.248 0.248 0.122 0.122
17 0.628 0.199 0.199 0.224 0.224
19 0.965 0.476 0.476 0.421 0.421
