    0.939E+01  0.365E+00  0.438E-02  0.204E-01  0.420E+00  0.761E+00  0.181E+00  0.163E+00  0.214E+00  0.837E+00  0.602E+00  0.740E+00  0.351E+00  0.480E+00  0.177E+00  0.670E+00  0.233E+00  0.405E+00  0.468E+00  0.145E+00  0.332E+00  0.489E+00  0.446E+00  0.993E+00  0.331E+00  0.313E+00  0.728E+00  0.349E+00  0.601E-02  0.825E+00  0.455E+00  0.277E+00  0.588E+00  0.156E+00  0.754E+00  0.523E+00  0.305E+00  0.772E+00  0.977E+00  0.717E+00  0.566E+00  0.890E+00  0.322E+00  0.890E+00  0.526E+00  0.358E+00  0.871E+00  0.803E+00  0.440E+00  0.393E+00  0.315E+00  0.314E+00  0.687E+00  0.293E+00  0.426E+00  0.342E+00  0.175E+00  0.187E+00  0.304E+00  0.891E+00  0.375E-02  0.196E+00  0.612E+00  0.281E+00  0.172E+00  0.165E+00  0.178E+00  0.180E+00  0.195E+00  0.493E+00  0.115E+00  0.272E+00  0.499E+00  0.302E+00  0.206E+00  0.308E+00  0.336E+00  0.258E+00  0.271E+00  0.347E+00  0.407E+00  0.365E+00  0.367E+00  0.339E+00  0.315E+00
    0.108E+02  0.398E+00  0.390E-02  0.227E-01  0.440E+00  0.774E+00  0.193E+00  0.182E+00  0.235E+00  0.847E+00  0.613E+00  0.757E+00  0.363E+00  0.485E+00  0.195E+00  0.675E+00  0.237E+00  0.420E+00  0.477E+00  0.161E+00  0.331E+00  0.479E+00  0.465E+00  0.983E+00  0.354E+00  0.323E+00  0.736E+00  0.366E+00  0.547E-02  0.842E+00  0.467E+00  0.285E+00  0.614E+00  0.178E+00  0.758E+00  0.526E+00  0.322E+00  0.788E+00  0.978E+00  0.733E+00  0.566E+00  0.887E+00  0.333E+00  0.890E+00  0.537E+00  0.358E+00  0.890E+00  0.800E+00  0.446E+00  0.406E+00  0.332E+00  0.330E+00  0.707E+00  0.316E+00  0.429E+00  0.368E+00  0.187E+00  0.207E+00  0.310E+00  0.894E+00  0.392E-02  0.212E+00  0.597E+00  0.286E+00  0.187E+00  0.178E+00  0.197E+00  0.199E+00  0.215E+00  0.514E+00  0.129E+00  0.289E+00  0.504E+00  0.328E+00  0.220E+00  0.324E+00  0.352E+00  0.276E+00  0.286E+00  0.366E+00  0.423E+00  0.378E+00  0.376E+00  0.350E+00  0.329E+00
    0.123E+02  0.428E+00  0.471E-02  0.244E-01  0.463E+00  0.790E+00  0.208E+00  0.205E+00  0.260E+00  0.859E+00  0.625E+00  0.779E+00  0.377E+00  0.491E+00  0.217E+00  0.682E+00  0.243E+00  0.439E+00  0.487E+00  0.180E+00  0.330E+00  0.466E+00  0.488E+00  0.972E+00  0.381E+00  0.335E+00  0.745E+00  0.386E+00  0.482E-02  0.864E+00  0.481E+00  0.294E+00  0.646E+00  0.205E+00  0.762E+00  0.531E+00  0.344E+00  0.807E+00  0.979E+00  0.752E+00  0.567E+00  0.883E+00  0.345E+00  0.891E+00  0.551E+00  0.359E+00  0.912E+00  0.797E+00  0.453E+00  0.422E+00  0.352E+00  0.349E+00  0.732E+00  0.344E+00  0.434E+00  0.399E+00  0.201E+00  0.231E+00  0.318E+00  0.898E+00  0.415E-02  0.231E+00  0.581E+00  0.292E+00  0.206E+00  0.194E+00  0.220E+00  0.222E+00  0.240E+00  0.539E+00  0.145E+00  0.311E+00  0.510E+00  0.359E+00  0.236E+00  0.343E+00  0.371E+00  0.298E+00  0.305E+00  0.388E+00  0.442E+00  0.394E+00  0.387E+00  0.362E+00  0.347E+00
    0.141E+02  0.455E+00  0.546E-02  0.255E-01  0.492E+00  0.810E+00  0.225E+00  0.225E+00  0.282E+00  0.895E+00  0.633E+00  0.792E+00  0.390E+00  0.502E+00  0.243E+00  0.690E+00  0.258E+00  0.449E+00  0.499E+00  0.198E+00  0.338E+00  0.463E+00  0.505E+00  0.981E+00  0.409E+00  0.346E+00  0.740E+00  0.405E+00  0.467E-02  0.883E+00  0.506E+00  0.309E+00  0.672E+00  0.228E+00  0.770E+00  0.525E+00  0.367E+00  0.821E+00  0.997E+00  0.760E+00  0.566E+00  0.893E+00  0.354E+00  0.903E+00  0.563E+00  0.364E+00  0.927E+00  0.806E+00  0.469E+00  0.439E+00  0.375E+00  0.367E+00  0.751E+00  0.373E+00  0.440E+00  0.424E+00  0.218E+00  0.250E+00  0.324E+00  0.916E+00  0.435E-02  0.249E+00  0.564E+00  0.301E+00  0.229E+00  0.212E+00  0.247E+00  0.245E+00  0.264E+00  0.558E+00  0.160E+00  0.335E+00  0.516E+00  0.384E+00  0.254E+00  0.362E+00  0.396E+00  0.327E+00  0.329E+00  0.412E+00  0.462E+00  0.409E+00  0.414E+00  0.382E+00  0.371E+00
    0.162E+02  0.483E+00  0.628E-02  0.275E-01  0.528E+00  0.838E+00  0.246E+00  0.238E+00  0.300E+00  0.966E+00  0.634E+00  0.795E+00  0.401E+00  0.520E+00  0.274E+00  0.699E+00  0.285E+00  0.447E+00  0.515E+00  0.216E+00  0.360E+00  0.472E+00  0.514E+00  0.102E+01  0.438E+00  0.356E+00  0.714E+00  0.422E+00  0.523E-02  0.898E+00  0.544E+00  0.331E+00  0.688E+00  0.246E+00  0.782E+00  0.507E+00  0.394E+00  0.828E+00  0.104E+01  0.754E+00  0.564E+00  0.923E+00  0.355E+00  0.932E+00  0.572E+00  0.374E+00  0.933E+00  0.833E+00  0.497E+00  0.459E+00  0.401E+00  0.385E+00  0.764E+00  0.403E+00  0.450E+00  0.439E+00  0.239E+00  0.263E+00  0.330E+00  0.956E+00  0.452E-02  0.267E+00  0.546E+00  0.312E+00  0.258E+00  0.234E+00  0.282E+00  0.269E+00  0.290E+00  0.567E+00  0.172E+00  0.364E+00  0.523E+00  0.402E+00  0.274E+00  0.380E+00  0.429E+00  0.365E+00  0.361E+00  0.440E+00  0.485E+00  0.422E+00  0.464E+00  0.409E+00  0.405E+00
    0.186E+02  0.529E+00  0.793E-02  0.302E-01  0.548E+00  0.866E+00  0.267E+00  0.260E+00  0.326E+00  0.986E+00  0.639E+00  0.813E+00  0.426E+00  0.527E+00  0.301E+00  0.717E+00  0.308E+00  0.456E+00  0.540E+00  0.239E+00  0.375E+00  0.489E+00  0.524E+00  0.106E+01  0.465E+00  0.368E+00  0.702E+00  0.434E+00  0.572E-02  0.905E+00  0.561E+00  0.347E+00  0.703E+00  0.270E+00  0.822E+00  0.507E+00  0.409E+00  0.858E+00  0.105E+01  0.773E+00  0.582E+00  0.944E+00  0.366E+00  0.929E+00  0.588E+00  0.386E+00  0.950E+00  0.848E+00  0.520E+00  0.479E+00  0.426E+00  0.413E+00  0.786E+00  0.432E+00  0.460E+00  0.462E+00  0.256E+00  0.276E+00  0.340E+00  0.984E+00  0.439E-02  0.288E+00  0.535E+00  0.333E+00  0.281E+00  0.258E+00  0.307E+00  0.297E+00  0.310E+00  0.584E+00  0.190E+00  0.386E+00  0.531E+00  0.421E+00  0.300E+00  0.404E+00  0.459E+00  0.397E+00  0.382E+00  0.464E+00  0.505E+00  0.448E+00  0.487E+00  0.441E+00  0.421E+00
    0.214E+02  0.557E+00  0.100E-01  0.323E-01  0.555E+00  0.895E+00  0.289E+00  0.290E+00  0.359E+00  0.960E+00  0.649E+00  0.846E+00  0.463E+00  0.528E+00  0.325E+00  0.742E+00  0.327E+00  0.475E+00  0.574E+00  0.268E+00  0.383E+00  0.511E+00  0.536E+00  0.109E+01  0.491E+00  0.382E+00  0.705E+00  0.442E+00  0.607E-02  0.902E+00  0.562E+00  0.356E+00  0.719E+00  0.300E+00  0.883E+00  0.525E+00  0.416E+00  0.907E+00  0.102E+01  0.814E+00  0.618E+00  0.959E+00  0.388E+00  0.898E+00  0.609E+00  0.400E+00  0.976E+00  0.852E+00  0.537E+00  0.500E+00  0.450E+00  0.450E+00  0.816E+00  0.458E+00  0.470E+00  0.491E+00  0.272E+00  0.289E+00  0.353E+00  0.999E+00  0.406E-02  0.311E+00  0.529E+00  0.361E+00  0.298E+00  0.283E+00  0.324E+00  0.327E+00  0.328E+00  0.608E+00  0.212E+00  0.403E+00  0.540E+00  0.442E+00  0.332E+00  0.435E+00  0.485E+00  0.423E+00  0.394E+00  0.484E+00  0.523E+00  0.487E+00  0.487E+00  0.474E+00  0.424E+00
    0.244E+02  0.589E+00  0.118E-01  0.348E-01  0.586E+00  0.902E+00  0.307E+00  0.308E+00  0.353E+00  0.955E+00  0.644E+00  0.857E+00  0.491E+00  0.573E+00  0.349E+00  0.758E+00  0.366E+00  0.482E+00  0.579E+00  0.305E+00  0.408E+00  0.507E+00  0.556E+00  0.104E+01  0.518E+00  0.390E+00  0.709E+00  0.469E+00  0.481E-02  0.891E+00  0.604E+00  0.378E+00  0.750E+00  0.322E+00  0.844E+00  0.534E+00  0.458E+00  0.887E+00  0.105E+01  0.792E+00  0.624E+00  0.986E+00  0.418E+00  0.905E+00  0.654E+00  0.441E+00  0.993E+00  0.879E+00  0.534E+00  0.529E+00  0.461E+00  0.461E+00  0.822E+00  0.476E+00  0.512E+00  0.508E+00  0.306E+00  0.312E+00  0.368E+00  0.987E+00  0.524E-02  0.319E+00  0.514E+00  0.356E+00  0.327E+00  0.311E+00  0.355E+00  0.357E+00  0.365E+00  0.616E+00  0.237E+00  0.439E+00  0.558E+00  0.475E+00  0.363E+00  0.466E+00  0.501E+00  0.439E+00  0.416E+00  0.497E+00  0.547E+00  0.500E+00  0.515E+00  0.480E+00  0.460E+00
    0.281E+02  0.593E+00  0.119E-01  0.338E-01  0.622E+00  0.869E+00  0.341E+00  0.325E+00  0.399E+00  0.980E+00  0.625E+00  0.860E+00  0.490E+00  0.574E+00  0.365E+00  0.751E+00  0.372E+00  0.482E+00  0.580E+00  0.315E+00  0.430E+00  0.523E+00  0.565E+00  0.107E+01  0.528E+00  0.406E+00  0.729E+00  0.493E+00  0.519E-02  0.946E+00  0.624E+00  0.387E+00  0.771E+00  0.364E+00  0.856E+00  0.540E+00  0.460E+00  0.870E+00  0.107E+01  0.776E+00  0.651E+00  0.978E+00  0.426E+00  0.899E+00  0.650E+00  0.435E+00  0.977E+00  0.858E+00  0.540E+00  0.527E+00  0.477E+00  0.455E+00  0.839E+00  0.494E+00  0.488E+00  0.529E+00  0.322E+00  0.331E+00  0.397E+00  0.991E+00  0.556E-02  0.336E+00  0.505E+00  0.385E+00  0.340E+00  0.325E+00  0.383E+00  0.379E+00  0.387E+00  0.637E+00  0.272E+00  0.450E+00  0.572E+00  0.479E+00  0.379E+00  0.478E+00  0.510E+00  0.462E+00  0.446E+00  0.525E+00  0.563E+00  0.529E+00  0.544E+00  0.493E+00  0.459E+00
    0.339E+02  0.680E+00  0.109E-01  0.388E-01  0.605E+00  0.898E+00  0.373E+00  0.363E+00  0.396E+00  0.955E+00  0.643E+00  0.867E+00  0.537E+00  0.601E+00  0.385E+00  0.797E+00  0.405E+00  0.503E+00  0.625E+00  0.361E+00  0.447E+00  0.532E+00  0.576E+00  0.110E+01  0.608E+00  0.422E+00  0.715E+00  0.514E+00  0.622E-02  0.934E+00  0.653E+00  0.404E+00  0.777E+00  0.375E+00  0.849E+00  0.543E+00  0.494E+00  0.819E+00  0.107E+01  0.787E+00  0.618E+00  0.929E+00  0.431E+00  0.845E+00  0.636E+00  0.491E+00  0.952E+00  0.828E+00  0.589E+00  0.554E+00  0.506E+00  0.480E+00  0.830E+00  0.504E+00  0.503E+00  0.547E+00  0.344E+00  0.355E+00  0.391E+00  0.969E+00  0.601E-02  0.369E+00  0.480E+00  0.408E+00  0.381E+00  0.349E+00  0.415E+00  0.413E+00  0.395E+00  0.683E+00  0.296E+00  0.471E+00  0.588E+00  0.527E+00  0.431E+00  0.478E+00  0.554E+00  0.469E+00  0.464E+00  0.539E+00  0.582E+00  0.525E+00  0.548E+00  0.517E+00  0.514E+00
